"","Player","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles","Fls","Fld","Off","Crs","TklW","OG","PKwon","PKcon","Club"
"146","Alex Iwobi",1332,1,5,0,0,13,3,1,0,765,29,9,12,0.6,0.6,2.6,37,4,504,632,1194.3,49,12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Alex Král",904,0,0,0,0,8,1,1,0,412,19,11,20,0.3,0.3,0.2,17,1,214,311,806.2,20,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Alex Meret",1890,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,518,606,1811.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Álex Moreno",1170,0,3,0,0,11,4,1,0,760,22,15,15,1.2,1.2,1.5,20,4,476,620,987.3,31,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Alex Oxlade-Chamberlain",32,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.1,1,0,5,7,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Álex Remiro",1260,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,1,0,358,483,1038.4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Alex Sandro",1194,0,1,0,0,5,0,4,1,1030,24,18,14,0.1,0.1,0.5,27,2,787,905,1680.6,53,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Alex Santana",360,1,0,0,0,1,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"154","Alex Sola",275,0,0,0,0,4,1,1,0,191,16,3,5,0,0,0,4,2,120,151,369.9,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Alex Telles",1149,0,3,0,0,8,0,4,0,771,18,11,13,0.2,0.2,1.2,32,4,501,674,1419.6,27,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Alexander Bah",541,0,2,0,0,3,0,1,0,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Alexander Djiku",1276,1,1,0,0,10,2,2,0,962,30,29,20,1.1,1.1,0.4,11,3,649,794,1224.1,75,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Alexander González",394,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"159","Alexander Hack",988,0,0,0,0,3,0,2,1,631,25,20,13,0.1,0.1,0,10,0,369,500,927.6,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Alexander Isak",394,3,0,1,1,10,6,0,0,105,5,1,3,2.4,1.7,0.4,7,0,40,65,307.7,3,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Alexander lowry",8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,3,66.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Alexander Meyer",675,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,305,351,697.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Alexander Mighten",8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,100,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Alexander Nübel",1560,0,0,0,0,0,0,2,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Alexander Prass",191,0,1,0,0,3,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,1,4,0,NA,NA,NA
"166","Alexander Schwolow",1350,0,0,0,0,1,0,1,0,586,0,1,0,0.1,0.1,0.1,7,0,347,545,947.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Alexander Sørloth",826,4,1,0,0,24,13,2,0,281,3,0,4,4.4,4.4,0.8,23,1,114,164,785.9,6,9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Alexandre Coeff",586,0,1,0,0,1,0,0,0,427,10,8,9,0.1,0.1,0.3,3,1,287,353,574.1,17,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Alexandre Lacazette",1297,9,3,2,2,45,21,2,0,552,23,9,5,8.6,7,3.1,50,4,283,413,1024.7,36,16,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Alexandro Bernabei",11,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,2,0,4,4,100,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Alexandru Păun",71,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"172","Alexis Beka Beka",276,0,0,0,0,3,1,1,0,209,9,7,5,0.1,0.1,0,5,0,141,174,596.1,12,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Alexis Blin",690,0,0,0,0,1,0,2,0,402,20,10,19,0.1,0.1,0,8,0,252,309,1061.4,15,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Alexis Claude-Maurice",283,0,2,0,0,7,2,0,0,165,9,3,3,0.3,0.3,0.7,10,2,93,119,878,6,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Alexis Flips",642,1,2,0,0,15,5,1,1,442,16,14,12,0.9,0.9,2.5,28,3,236,359,738.2,31,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Alexis Mac Allister",1324,5,0,3,3,23,8,4,0,1013,46,21,13,3.4,1,0.8,32,3,758,861,1308.4,53,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Alexis Saelemaekers",403,2,1,0,0,12,5,1,0,240,11,3,4,1.1,1.1,0.4,15,1,126,176,613.2,13,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Alexis Sánchez",1272,7,0,0,1,38,15,1,0,608,14,1,7,7.2,6.4,3,47,3,370,467,1349.7,39,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Alexis Vega",148,0,0,0,0,7,1,0,0,64,0,1,1,0.3,0.3,0,1,0,29,43,115.8,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Alexsandro Ribeiro",393,1,0,0,0,2,1,0,0,317,10,5,2,0.5,0.5,0,2,0,250,280,527,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Alfons Sampsted",750,1,1,0,0,2,1,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,2,0,NA,NA,NA
"182","Alfonso Espino",1142,0,3,0,0,9,1,3,0,690,33,12,25,0.3,0.3,0.7,18,3,342,535,896.6,27,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Alfonso Pedraza",805,0,1,0,0,15,6,1,0,468,17,5,7,0.6,0.6,0.6,19,3,285,377,757.5,14,12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Alfred Duncan",285,0,0,0,0,1,0,0,0,191,7,3,3,0.1,0.1,0,9,1,125,161,714.8,16,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Alfredo Morelos",267,0,0,0,0,6,2,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Alfusainey Jatta",120,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"187","Ali Abdi",180,0,0,0,0,0,0,1,0,149,8,4,1,0,0,0,3,0,72,116,123.4,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Ali Adem",35,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"189","Ali Al-Bulaihi",180,0,0,0,0,0,0,1,0,93,4,1,1,0,0,0,0,0,67,83,147.3,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Ali Assadalla",27,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,1,0,21,23,91.3,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Ali Diakité",180,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"192","Ali Gholizadeh",199,0,1,0,0,1,0,0,0,86,0,3,5,0,0,0.2,7,1,46,72,191.2,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Ali Karimi",99,0,0,0,0,0,0,0,0,54,3,3,0,0,0,0,1,0,34,45,191.3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Ali Mohamed",833,2,0,0,0,4,2,1,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Alidu Seidu",1278,0,0,0,0,5,1,5,0,808,21,25,17,0.1,0.1,0.3,15,0,595,678,1304.1,27,17,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Alireza Beiranvand",109,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,31,71.4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Alireza Jahanbakhsh",59,0,0,0,0,3,0,2,0,27,1,1,2,0.2,0.2,0,4,2,11,17,130.6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Alisson",1980,0,1,0,0,0,0,0,0,818,0,0,1,0,0,0.3,5,1,663,778,1878.3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Alistair Johnston",180,0,0,0,0,1,1,1,0,133,4,1,2,0,0,0.2,8,0,91,119,152.6,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Aljaž Antolin",101,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"201","Allan McGregor",450,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,121,196,316,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Allan Saint-Maximin",378,1,3,0,0,12,5,1,0,197,0,4,0,0.7,0.7,1.2,25,6,98,147,501,21,17,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Almamy Touré",163,0,0,0,0,1,0,0,0,120,5,5,5,0.1,0.1,0,2,0,80,101,159.1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Almir Bekić",115,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"205","Almoez Ali",224,0,0,0,0,3,1,1,0,65,1,1,0,0.3,0.3,0,0,0,33,45,220.5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Alper Mutlu",104,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,0,0,NA,NA,NA
"207","Alphonse Areola",107,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,29,42,135.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Alphonso Davies",1542,1,2,0,1,12,5,1,0,1285,36,22,25,2,1.2,2.6,61,4,929,1058,1660.2,59,38,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Altay Bayındır",210,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"210","Álvaro Aguado",747,0,2,0,0,6,1,1,0,477,3,5,9,0.2,0.2,0.7,32,4,357,426,1104,43,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Álvaro Fernández",360,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0.2,1,0,84,123,276.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Álvaro García",1095,3,1,0,0,19,12,2,0,461,19,7,14,1.7,1.7,1.7,34,6,225,350,849.2,15,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Álvaro Giménez",17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,100,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Álvaro Morata",1210,7,2,0,0,37,19,3,0,378,9,0,7,5.3,5.3,0.7,24,5,159,255,1331,9,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Álvaro Negredo",410,1,1,0,0,6,4,0,0,140,4,0,4,0.4,0.4,0.8,10,2,58,100,600.8,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Alvaro Sanz",14,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,10,12,83.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Álvaro Zamora",30,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,5,5,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Amadou Dante",168,0,0,0,0,2,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,4,0,NA,NA,NA
"219","Amadou Haidara",736,1,1,0,0,15,3,3,0,541,15,13,13,1.8,1.8,1.3,19,5,385,454,1547.2,42,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Amadou Onana",1139,0,1,0,0,17,0,6,0,610,41,10,11,2.1,2.1,0.9,12,1,366,448,1291.3,24,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Amahl Pellegrino",488,4,1,1,1,9,4,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,9,1,0,NA,NA,NA
"222","Amar Dedić",540,0,0,0,0,3,1,0,0,355,19,9,5,0.2,0.2,0.4,15,0,183,283,383.7,8,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Amath",243,1,0,0,0,7,3,0,0,90,7,0,1,0.8,0.8,0.3,10,2,43,58,525.5,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Amer Gojak",121,0,0,0,0,1,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA
"225","Amine Adli",476,0,1,0,0,8,3,0,0,251,8,2,16,1.2,1.2,1,19,2,136,177,901.4,12,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Amine Gouiri",1014,6,1,0,0,29,13,1,0,406,11,3,7,5.1,5.1,2.1,45,5,227,290,1005.9,13,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Amine Harit",895,1,2,0,0,15,8,2,0,604,7,7,7,1.5,1.5,2.9,60,5,402,486,1332.4,47,24,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Amine Khammas",179,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"229","Amine Salama",532,3,1,0,0,16,6,0,0,203,3,2,6,2.1,2.1,0.3,15,1,92,128,955.3,6,8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Amir Rrahmani",981,0,0,0,0,9,1,2,0,831,16,3,23,0.9,0.9,0.2,10,2,656,736,976.2,38,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Amos Pieper",1102,0,1,0,0,7,1,6,0,794,24,17,16,0.2,0.2,0.2,8,1,508,655,1019.7,37,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Anastasios Bakasetas",103,1,0,0,0,4,1,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,4,1,0,NA,NA,NA
"233","Anatolii Trubin",540,0,0,0,0,0,0,1,0,286,0,0,0,0,0,0,2,0,200,260,465.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Ander Barrenetxea",62,0,0,0,0,1,1,1,0,43,4,1,2,0.1,0.1,0,0,0,14,20,301.7,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Ander Capa",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Ander Guevara",126,0,0,0,0,1,0,1,0,125,1,1,2,0,0,0.2,4,0,106,116,358.5,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Ander Herrera",238,0,1,0,0,3,1,2,1,171,3,4,5,0.1,0.1,0.4,10,1,126,141,542.8,7,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Anders Christiansen",277,1,0,0,0,1,1,3,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"239","Anders Dreyer",323,0,1,0,0,9,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,27,1,0,NA,NA,NA
"240","Anders Holvad",33,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"241","Anders Konradsen",81,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA
"242","Anderson Esiti",434,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"243","Andoni Gorosabel",713,0,0,0,0,6,0,2,0,506,19,7,6,0.3,0.3,0.3,13,0,385,450,958.3,22,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","András Schäfer",702,0,0,0,0,6,1,0,0,316,19,4,9,0.3,0.3,0.1,9,2,160,213,823.2,11,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Andre-Frank Zambo Anguissa",1672,3,6,0,0,28,10,1,0,1278,37,29,25,3.5,3.5,2.5,53,11,920,1058,1726.5,65,19,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","André Ayew",153,1,0,0,0,1,1,1,0,47,1,0,1,0.4,0.4,0,0,0,26,31,167.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","André Gomes",536,0,0,0,0,7,1,2,0,468,15,3,8,0.1,0.1,0.5,18,1,337,400,759.9,31,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","André Green",120,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"249","André Hahn",391,2,0,0,0,7,2,1,0,152,9,4,9,0.3,0.3,0,3,1,33,83,NA,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","André Mensalão",52,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"251","André Onana",1250,0,0,0,0,0,0,2,0,610,0,0,0,0,0,0,4,1,445,579,1086.8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","André Ramalho",237,0,0,0,0,2,1,2,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,NA,NA,NA
"253","André Silva",1218,5,2,0,0,39,16,1,0,516,11,2,9,5.2,5.2,1.9,48,12,286,387,1596.4,26,11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Andrea Barberis",316,0,1,0,0,2,0,0,0,181,6,8,0,0.1,0.1,0.2,9,2,133,158,507,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Andrea Belotti",368,0,0,0,1,8,4,0,0,133,4,1,3,1.9,1.1,0.5,8,0,57,86,704.3,5,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Andrea Cambiaso",906,0,2,0,0,6,0,2,0,647,26,13,12,0.5,0.5,1.2,22,4,419,544,1014.7,19,12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Andrea Carboni",167,0,0,0,0,1,1,0,0,100,3,3,3,0.1,0.1,0.1,3,0,69,87,305.8,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Andrea Colpani",339,2,0,0,0,10,3,0,0,192,5,3,5,0.7,0.7,0.5,11,0,124,151,815.4,10,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Andrea Consigli",1350,0,0,0,0,0,0,0,0,721,1,0,0,0,0,0,5,0,550,697,1173.8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Andrea Conti",23,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,11,54.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Andrea Grandoni",90,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"262","Andrea Grassi",90,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"263","Andrea Petagna",529,1,1,1,1,7,2,0,0,186,3,2,2,1.8,1,0.5,9,1,93,128,742,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Andrea Pinamonti",1157,3,0,1,1,34,10,2,0,370,5,1,10,3.7,2.9,1,27,0,154,247,904.8,11,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Andrea Ranocchia",47,0,0,0,0,0,0,0,0,34,3,0,5,0,0,0,0,0,16,19,84.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Andreas Bouchalakis",64,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"267","Andreas Bruus",506,0,1,0,0,2,1,2,0,277,4,5,4,0.2,0.2,0.9,12,1,168,245,558.3,13,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Andreas Christensen",714,1,0,0,0,4,2,2,0,749,10,9,9,0.6,0.6,0,7,1,651,693,939.7,30,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Andreas Cornelius",360,0,0,0,0,11,3,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Andreas Laursen",7,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"271","Andreas Panayiotou Filiotis",63,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"272","Andreas Pereira",1240,2,4,1,1,18,7,3,0,594,10,4,13,2.4,1.6,2.8,55,5,291,474,931.7,28,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Andreas Skov Olsen",359,1,1,0,0,3,2,0,0,163,4,0,4,0.1,0.1,0.7,12,1,87,127,413.5,9,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Andreas Ulmer",375,0,0,0,0,2,0,1,0,224,7,4,3,0.2,0.2,0.1,8,1,123,187,381.3,10,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Andrei Burcă",210,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"276","Andrei Girotto",1242,0,1,0,0,10,0,3,0,889,51,40,22,0.6,0.6,0.7,11,4,556,662,1147.7,37,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Andrej Ilic",194,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"278","Andrej Kramarić",1168,5,2,0,2,27,11,1,0,581,4,1,7,6.1,4.6,0.8,37,4,372,471,1258.4,35,13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Andrés Guardado",344,0,0,0,0,1,1,2,0,219,14,6,3,0,0,0.4,4,0,145,180,635.7,12,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Andrew Clarke",34,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"281","Andrew Gravillon",1032,0,0,0,0,8,1,3,0,554,15,21,18,0.8,0.8,0.3,8,1,325,440,877.2,34,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Andrew Robertson",1060,0,6,0,0,6,1,0,0,1027,5,5,9,0.5,0.5,3.2,54,10,767,963,1209.5,49,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Andrey Lunyov",90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,35,44,79.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Andries Noppert",270,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,1,0,87,101,260.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Andrija Živković",133,0,2,0,0,0,0,0,0,76,3,2,2,0,0,1.1,4,2,50,67,149.8,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Andriy Lunin",540,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,159,173,555.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Andriy Totovytskyi",17,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0,1,0,5,6,83.3,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Andy Delort",746,5,0,3,3,22,7,0,0,292,2,1,0,5.1,2.8,0.9,19,1,131,217,724.6,14,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Andy Lyons",360,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"290","Ángel",210,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,9,3,0,NA,NA,NA
"291","Ángel Algobia",362,0,0,0,0,2,0,2,0,192,15,1,7,0.1,0.1,0.2,6,1,123,151,616.3,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
