"","Player","Min","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2441","Saad Al Sheeb",90,1,0,0,1,1,0,0,0,0,0,1,0,3,1,0,100
"2442","Sacha Delaye",20,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,NA
"2443","Sada Thioub",421,2,0,0,4,2,0,11,2,5,0,0,0,22,1,7,NA
"2444","Sadegh Moharrami",498,2,0,0,7,8,0,18,1,4,0,1,0,27,2,2,NA
"2445","Sadio Mané",1399,1,0,0,23,26,23,17,4,9,1,0,0,44,17,14,NA
"2446","Saeid Ezatolahi",217,0,0,0,2,5,0,4,2,1,0,0,0,17,6,4,200
"2447","Sael Kumbedi",17,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,NA
"2448","Saïd Benrahma",751,0,0,0,3,6,3,26,3,3,0,0,0,41,1,3,NA
"2449","Saidy Janko",263,1,0,0,5,1,0,7,2,3,0,1,0,17,4,2,NA
"2450","Saîf-Eddine Khaoui",740,1,0,0,6,10,3,25,11,8,0,1,0,41,3,3,NA
"2451","Saleh Al-Shehri",223,1,0,0,6,5,0,1,0,1,1,0,0,7,6,7,142.9
"2452","Salem Al-Dawsari",270,1,0,0,3,3,0,3,1,4,0,0,0,16,1,1,NA
"2453","Salih Özcan",1273,7,0,0,18,17,0,4,24,9,0,0,0,95,10,10,NA
"2454","Salis Abdul Samed",1528,2,0,0,39,22,0,5,19,11,0,0,1,109,9,8,NA
"2455","Salman Al-Faraj",44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"2456","Salomón Rondón",109,0,0,0,4,0,2,0,0,0,0,0,0,1,7,6,NA
"2457","Salvatore Molina",184,0,0,0,2,2,0,12,1,4,0,0,0,8,0,1,NA
"2458","Salvi",264,2,0,0,3,5,2,16,2,5,0,0,0,13,1,4,NA
"2459","Sam Adekugbe",95,1,0,0,1,0,0,5,1,0,0,0,0,3,2,0,NA
"2460","Sam Greenwood",188,0,0,0,3,1,0,19,1,3,0,0,0,15,0,0,NA
"2461","Sam Lammers",883,0,0,0,6,8,1,4,3,10,0,0,0,27,18,16,NA
"2462","Sam Surridge",136,1,0,0,5,5,0,2,0,0,0,0,0,5,7,6,NA
"2463","Saman Ghoddos",83,0,0,0,1,1,0,3,0,0,0,0,0,7,2,4,NA
"2464","Sami Al-Najei",45,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0
"2465","Samir Handanović",720,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NA
"2466","Samu Castillejo",612,4,0,0,18,19,2,27,3,2,0,0,0,31,3,9,NA
"2467","Samu Costa",768,3,0,0,22,15,2,2,13,9,0,0,0,53,8,6,600
"2468","Samuel",1215,3,0,0,19,23,7,39,4,16,2,0,0,56,7,13,NA
"2469","Samuel Chukwueze",538,1,0,0,6,10,2,7,2,2,0,0,0,27,6,1,NA
"2470","Samuel Di Carmine",28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"2471","Samuel Edozie",159,0,0,0,0,5,0,2,2,2,0,0,0,5,3,3,NA
"2472","Samuel Gigot",965,4,2,1,20,8,1,2,24,5,0,1,0,50,23,6,NA
"2473","Samuel Iling-Junior",46,1,0,0,1,1,0,4,1,0,0,0,0,4,2,1,NA
"2474","Samuel Moutoussamy",832,4,0,0,13,7,0,3,9,14,0,0,0,44,5,12,NA
"2475","Samuel Oum Gouet",100,0,0,0,0,1,0,1,0,1,0,0,0,10,1,0,NA
"2476","Samuel Sáiz",193,1,0,0,2,4,1,5,0,2,0,0,0,9,0,2,NA
"2477","Samuel Umtiti",332,4,0,0,7,6,0,0,4,1,0,0,0,19,8,7,NA
"2478","Samuele Birindelli",595,0,0,0,4,8,2,38,9,8,0,0,0,35,0,4,NA
"2479","Samuele Ricci",711,2,0,0,7,25,0,1,5,5,0,0,0,55,2,5,NA
"2480","Samuele Vignato",9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
"2481","Sandi Lovrić",768,1,0,0,9,9,1,13,7,7,0,0,0,52,2,4,NA
"2482","Sandro Tonali",1541,5,0,0,17,14,3,72,15,18,1,0,0,98,7,15,NA
"2483","Sanjin Prcić",788,1,1,0,8,9,0,19,12,5,0,0,0,75,8,2,NA
"2484","Sanoussy Ba",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2485","Santi Comesaña",728,2,0,0,17,10,1,5,11,14,0,0,0,54,10,16,NA
"2486","Santiago Arzamendia",255,0,0,0,3,1,0,5,0,2,0,0,0,19,3,3,NA
"2487","Santiago Ascacíbar",699,1,0,0,11,7,0,5,13,12,0,0,0,60,10,18,533.3
"2488","Santiago Bueno",1260,2,0,0,19,14,0,1,19,13,1,0,0,62,37,19,794.3
"2489","Sardar Azmoun",414,1,0,0,8,1,4,0,1,2,0,0,0,16,14,16,NA
"2490","Sargis Adamyan",434,1,0,0,11,4,3,9,1,5,0,0,0,25,8,19,NA
"2491","Sasa Kalajdzic",278,1,0,0,6,2,0,0,1,2,0,0,0,4,9,9,NA
"2492","Saša Lukić",1080,4,0,0,23,9,0,20,11,12,0,0,0,76,13,17,NA
"2493","Saud Abdulhamid",270,1,0,0,7,5,0,9,2,2,0,1,0,14,4,6,140
"2494","Saúl Ñíguez",746,5,0,0,25,4,1,15,12,21,0,0,0,41,27,19,NA
"2495","Scott Arfield",267,0,0,0,3,0,1,2,1,1,0,0,0,17,1,4,NA
"2496","Scott McKenna",1260,4,0,0,7,4,0,2,10,6,0,1,0,53,23,15,NA
"2497","Scott McTominay",640,5,0,0,18,4,0,1,9,12,0,1,0,45,18,12,NA
"2498","Scott Wright",136,0,0,0,2,1,3,2,1,1,0,0,0,7,0,2,NA
"2499","Sead Haksabanović",229,0,0,0,2,7,0,18,2,3,0,0,0,12,1,1,NA
"2500","Sead Kolašinac",644,1,0,0,19,3,2,1,15,13,0,0,0,45,6,5,NA
"2501","Séamus Coleman",605,0,0,0,3,5,0,5,9,10,0,0,0,36,6,5,NA
"2502","Sean Goldberg",540,0,0,0,6,0,0,0,4,6,0,0,1,27,8,3,NA
"2503","Sean Longstaff",1056,2,0,0,14,10,1,13,7,10,0,0,0,56,8,9,NA
"2504","Sebastiaan Bornauw",725,3,0,0,7,0,0,2,11,3,0,0,0,43,13,9,NA
"2505","Sebastián Coates",484,1,0,0,3,1,0,0,6,3,0,1,0,26,9,5,NA
"2506","Sebastian Polter",465,2,0,0,19,7,2,2,0,3,0,0,0,20,26,22,NA
"2507","Sebastian Rode",824,2,0,0,13,16,0,5,8,14,0,0,0,54,4,5,NA
"2508","Sebastian Rudy",248,0,0,0,5,3,0,17,2,6,0,0,0,11,0,1,NA
"2509","Sebastian Szymański",71,0,0,0,1,3,0,2,1,1,0,0,0,3,1,3,25
"2510","Sebastian Walukiewicz",148,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,NA
"2511","Sebastiano Luperto",1084,3,2,1,8,10,0,1,17,7,0,0,0,52,15,20,574.9
"2512","Sébastien Corchia",371,1,0,0,8,9,1,20,4,3,0,0,0,21,3,4,NA
"2513","Sehrou Guirassy",801,3,1,1,9,20,4,5,0,1,1,0,0,22,24,20,NA
"2514","Seko Fofana",1113,0,0,0,8,13,0,11,10,6,1,0,0,72,6,6,NA
"2515","Sékou Gassama",36,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,50
"2516","Sekou Koita",20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100
"2517","Sekou Mara",214,0,0,0,6,2,2,0,0,2,0,0,0,8,8,14,NA
"2518","Selim Amallah",182,0,0,0,5,4,0,1,3,4,0,0,0,5,2,5,NA
"2519","Sepe Elye Wahi",1168,4,0,0,16,18,9,3,3,3,0,0,0,23,11,40,NA
"2520","Sepp van den Berg",322,1,0,0,2,0,0,0,8,1,0,0,0,16,7,10,102.5
"2521","Serge Aurier",530,1,0,0,3,9,0,17,6,13,0,0,0,28,12,4,560
"2522","Serge Gnabry",1248,0,0,0,11,7,10,26,7,7,1,0,0,40,2,7,NA
"2523","Sergej Milinković-Savić",1321,6,0,0,10,35,1,15,15,13,0,0,0,80,34,25,923.6
"2524","Sergi Canós",74,0,0,0,2,3,0,3,0,0,0,0,0,6,0,0,NA
"2525","Sergi Darder",1233,2,0,0,12,29,0,80,13,13,0,0,0,69,1,3,NA
"2526","Sergi Gómez",895,0,1,0,5,2,0,2,12,5,0,0,0,46,13,16,NA
"2527","Sergi Guardiola",377,0,0,0,11,7,2,2,2,6,0,0,0,10,8,8,NA
"2528","Sergi Roberto",583,2,0,0,5,4,1,13,11,6,0,0,0,33,2,5,NA
"2529","Sergiño Dest",611,1,0,0,11,6,1,12,3,6,0,1,0,41,4,5,NA
"2530","Sergio Akieme",1260,3,0,0,12,9,0,37,9,13,0,0,0,69,9,8,NA
"2531","Sergio Asenjo",450,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,NA
"2532","Sergio Busquets",1348,10,1,1,18,29,0,1,17,23,0,0,0,106,36,24,NA
"2533","Sergio Camello",934,0,0,0,4,8,9,1,0,5,0,0,0,23,11,21,NA
"2534","Sergio Canales",856,4,1,1,2,13,2,58,2,4,0,0,0,39,7,5,NA
"2535","Sergio Escudero",709,2,0,0,9,8,1,23,10,15,0,0,0,46,13,11,NA
"2536","Sergio Gómez",389,0,1,0,3,0,0,19,4,2,0,0,0,15,7,5,NA
"2537","Sergio Herrera",900,3,0,0,1,1,0,0,1,0,0,1,0,8,2,1,NA
"2538","Sergio León",625,0,0,0,4,11,8,4,0,2,0,0,0,17,10,17,NA
"2539","Sergio Ramos",1548,5,1,0,17,14,3,10,22,14,0,0,0,104,26,18,NA
"2540","Sergio Reguilón",22,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,NA
"2541","Sergio Rochet",180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA
"2542","Serhiy Kryvtsov",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2543","Shandon Baptiste",431,1,0,0,6,11,1,5,5,5,0,0,0,32,3,6,NA
"2544","Shane Duffy",6,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,NA
"2545","Shaquell Moore",22,0,0,0,3,0,0,0,0,2,0,0,0,2,1,0,NA
"2546","Sheraldo Becker",1051,1,0,0,12,10,12,52,0,1,1,0,0,33,8,19,NA
"2547","Shon Weissman",561,0,0,0,4,5,7,2,1,1,0,0,0,15,4,17,NA
"2548","Shūichi Gonda",180,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA
"2549","Sidi Sané",25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA
"2550","Silas Katompa",1043,1,0,0,15,11,10,20,3,12,1,0,0,40,10,11,NA
"2551","Silvan Widmer",1100,0,0,0,7,10,1,18,20,12,0,0,0,52,11,14,NA
"2552","Silvère Ganvoula M'Boussy",153,1,0,0,1,0,3,0,0,2,0,0,0,3,13,10,508.3
"2553","Simon Kjær",685,2,0,0,4,0,0,1,12,3,0,0,0,43,8,8,NA
"2554","Simon Mignolet",540,2,0,0,0,1,0,0,1,0,0,0,0,9,2,0,NA
"2555","Simon Terodde",1052,3,0,0,19,15,19,1,5,6,1,0,0,26,32,62,491.8
"2556","Simon Zoller",978,3,0,0,15,6,5,14,4,1,0,1,0,34,13,14,NA
"2557","Simone Bastoni",804,4,0,0,21,9,2,77,7,18,0,0,0,56,9,6,NA
"2558","Simone Verdi",451,0,0,0,4,7,1,40,0,3,0,0,0,31,3,4,NA
"2559","Sinaly Diomande",365,0,1,0,4,1,0,0,9,5,0,0,0,15,16,7,358.3
"2560","Siriki Dembélé",8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2561","Sofiane Boufal",916,3,1,1,25,22,3,33,5,9,1,0,0,36,2,9,NA
"2562","Sofiane Diop",518,0,0,0,2,9,2,19,5,6,0,0,0,40,7,2,NA
"2563","Sofyan Amrabat",1085,8,0,0,31,14,1,10,16,13,0,0,0,83,4,6,NA
"2564","Solly March",1214,1,0,0,19,21,7,60,13,9,0,0,0,54,19,24,NA
"2565","Son Heung-min",1658,1,0,0,8,28,9,101,6,9,0,0,0,45,5,9,NA
"2566","Son Jun-ho",17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
"2567","Sorba Thomas",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,NA
"2568","Sotiris Alexandropoulos",121,0,0,0,0,3,0,0,0,1,0,0,0,4,1,2,NA
"2569","Soualiho Meïté",689,4,0,0,10,8,0,4,7,12,0,0,0,52,8,4,NA
"2570","Souleyman Doumbia",1075,2,0,0,14,11,3,22,15,16,0,0,0,76,10,9,NA
"2571","Souleymane Cissé",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
"2572","Souleymane Touré",68,1,0,0,2,0,0,0,0,1,0,0,0,5,1,0,NA
"2573","Soumaïla Coulibaly",19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA
"2574","Soungoutou Magassa",74,0,0,0,2,0,0,0,1,1,0,0,0,4,1,1,50
"2575","Srđan Babić",1138,1,0,0,8,2,0,2,7,6,0,0,0,51,19,11,NA
"2576","Stanislav Lobotka",1724,1,0,0,9,47,0,0,7,24,0,0,0,138,6,11,NA
"2577","Stanley N'Soki",642,1,0,0,7,7,0,0,12,4,0,1,0,53,11,7,608.3
"2578","Stefan Bajcetic",46,0,0,0,2,1,0,0,0,2,0,0,0,8,0,2,NA
"2579","Stefan Bell",893,5,0,0,23,4,1,12,23,10,0,0,0,80,34,26,NA
"2580","Stefan de Vrij",1255,2,0,0,11,6,0,0,28,10,0,1,0,58,35,17,NA
"2581","Stefan Lainer",30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,NA
"2582","Stefan Mitrović",1070,3,0,0,7,3,0,0,10,3,0,0,0,40,24,10,NA
"2583","Stefan Ortega",180,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA
"2584","Stefan Posch",724,2,1,1,9,4,0,17,15,15,0,0,0,37,7,4,NA
"2585","Stefan Ristovski",370,0,0,0,2,7,0,13,6,2,0,0,0,18,0,1,NA
"2586","Stefan Savić",1155,6,0,0,18,4,0,1,18,14,0,0,0,60,30,18,NA
"2587","Stefano Sensi",847,3,0,0,8,28,0,30,12,22,1,0,0,64,6,5,NA
"2588","Steffen Tigges",720,0,0,0,4,4,5,7,3,3,0,0,0,14,33,37,NA
"2589","Stephan El Shaarawy",345,0,0,0,6,4,3,5,6,2,0,0,0,18,3,4,NA
"2590","Stéphane Diarra",616,1,0,0,4,14,2,6,13,9,0,0,0,53,5,3,NA
"2591","Stephen Eustáquio",650,1,0,0,3,7,0,17,13,9,0,0,0,41,9,6,533.4
"2592","Stephen Welsh",90,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0
"2593","Stephy Mavididi",335,0,1,0,4,4,1,5,0,2,0,0,0,16,0,8,NA
"2594","Stevan Jovetić",398,0,0,0,4,7,4,1,0,1,0,0,0,18,10,9,NA
"2595","Steve Cook",957,4,0,0,5,2,0,1,12,4,0,1,0,35,27,10,NA
"2596","Steve Mandanda",1215,1,0,0,1,2,0,0,0,0,0,1,0,20,3,0,NA
"2597","Steve Mounié",45,0,0,0,2,0,1,1,1,0,0,0,0,4,8,5,122.5
"2598","Steven Berghuis",587,1,0,0,4,4,2,27,4,10,0,0,0,29,2,4,NA
"2599","Steven Bergwijn",642,1,0,0,8,6,3,3,1,2,0,0,0,25,1,4,NA
"2600","Steven Davis",249,0,0,0,0,1,0,0,2,4,0,0,0,21,4,1,NA
"2601","Steven Fortes",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50
"2602","Steven Vitória",270,1,0,0,6,5,0,0,0,3,0,0,0,19,4,2,NA
"2603","Stijn Spierings",1350,2,0,0,24,21,0,7,14,26,0,1,0,153,8,8,NA
"2604","Stole Dimitrievski",1170,3,0,0,0,1,0,0,0,0,0,0,0,13,1,0,NA
"2605","Strahinja Pavlović",685,3,0,0,11,6,0,2,4,10,0,0,0,41,30,16,535.6
"2606","Stuart Armstrong",690,2,0,0,7,11,1,15,3,7,0,0,0,40,5,5,NA
"2607","Suat Serdar",967,4,0,0,16,14,1,5,13,14,0,0,0,73,15,7,NA
"2608","Suf Podgoreanu",12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA
"2609","Suliman Mustapha",68,1,0,0,3,0,1,0,0,2,0,0,0,3,1,2,NA
"2610","Sultan Al-Ghanam",126,0,0,0,2,0,1,7,2,0,0,0,0,4,0,0,NA
"2611","Sun Menachem",59,1,0,0,4,0,0,1,0,3,0,0,0,7,2,3,NA
"2612","Suso",325,1,0,0,3,10,1,11,1,4,0,0,0,5,1,0,NA
"2613","Sven Botman",1057,0,0,0,5,3,0,0,11,9,0,0,0,52,25,9,NA
"2614","Sven Michel",229,2,0,0,6,1,2,12,0,1,0,0,0,15,13,16,NA
"2615","Sven Ulreich",540,0,0,0,1,1,0,0,0,1,0,1,0,8,1,0,NA
"2616","Szymon Żurkowski",32,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,100
"2617","Taha Yassine Khenissi",29,1,0,0,3,1,0,0,0,0,0,0,0,0,1,2,100
"2618","Taïryk Arconte",26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"2619","Taiwo Awoniyi",512,0,0,0,6,7,7,1,1,4,0,0,0,20,6,24,NA
"2620","Tajon Buchanan",600,3,0,0,9,18,3,16,3,4,0,0,0,33,4,5,NA
"2621","Takefusa Kubo",887,0,0,0,15,15,10,29,2,8,0,0,0,33,8,12,NA
"2622","Takehiro Tomiyasu",455,1,0,0,5,3,0,4,11,9,0,0,0,30,7,9,NA
"2623","Takuma Asano",478,0,0,0,5,8,2,9,3,1,0,0,0,21,4,14,NA
"2624","Takumi Minamino",358,1,0,0,9,5,2,24,4,3,0,0,0,20,4,2,NA
"2625","Tammy Abraham",1041,0,0,0,15,22,6,3,1,7,1,0,0,18,27,24,915.5
"2626","Tanguy Coulibaly",24,0,0,0,0,1,1,2,0,2,0,0,0,2,0,0,NA
"2627","Tanguy Ndombele",742,2,0,0,10,21,0,1,7,4,0,1,0,45,10,3,NA
"2628","Tanguy Nianzou",820,0,1,0,4,8,0,0,10,10,0,0,0,46,13,4,NA
"2629","Taras Stepanenko",532,1,0,0,6,2,0,0,12,11,0,0,0,31,6,4,NA
"2630","Tarek Salman",8,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,NA
"2631","Tariq Lamptey",290,2,0,0,7,11,0,18,4,3,0,0,0,20,1,4,NA
"2632","Téji Savanier",1019,2,1,0,17,36,0,93,11,14,0,0,0,85,6,11,316.7
"2633","Terem Moffi",1032,1,0,0,11,15,3,3,1,5,0,0,0,29,13,38,NA
"2634","Tetê",873,2,0,0,9,17,3,40,9,7,1,0,0,39,3,9,NA
"2635","Tete Morente",718,3,0,0,12,11,5,26,4,4,0,0,0,29,6,4,NA
"2636","Teun Koopmeiners",1394,3,0,0,19,12,1,56,14,16,0,0,0,82,15,13,NA
"2637","Theo Bongonda",446,0,0,0,2,6,1,10,1,4,0,0,0,18,3,3,NA
"2638","Theo Hernández",1727,5,0,0,16,41,0,57,13,23,0,0,0,120,21,12,NA
"2639","Théo Le Bris",815,0,0,0,2,1,0,10,13,13,0,0,0,44,8,8,NA
"2640","Théo Sainte-Luce",355,0,0,0,9,1,0,6,4,5,0,0,0,11,3,7,NA
"2641","Theo Walcott",113,1,0,0,2,0,4,4,1,1,0,0,0,4,0,0,NA
"2642","Thiago Alcántara",950,1,0,0,13,20,0,3,16,21,0,1,0,89,13,15,NA
"2643","Thiago Almada",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2644","Thiago Mendes",1167,2,0,0,13,11,0,3,31,16,0,1,0,78,23,15,NA
"2645","Thiago Silva",1640,2,0,0,8,12,0,0,25,16,0,0,0,121,40,20,1232.4
"2646","Thibault De Smet",172,0,0,0,3,2,1,2,0,3,0,0,0,8,3,1,150
"2647","Thibaut Courtois",1530,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,NA
"2648","Thierno Balde",795,0,0,0,2,13,1,19,10,6,1,0,0,55,1,2,NA
"2649","Thierry Correia",1211,3,0,0,23,30,0,46,16,22,1,0,0,83,13,15,NA
"2650","Thijs Dallinga",900,3,0,0,15,6,12,10,1,3,0,0,0,20,20,14,899.9
"2651","Thilo Kehrer",1239,5,0,0,19,8,0,13,23,14,0,1,1,64,15,21,NA
"2652","Thomas Cannon",17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"2653","Thomas Delaine",709,2,0,0,13,10,0,46,5,8,0,2,0,33,7,7,NA
"2654","Thomas Delaney",583,3,0,0,6,9,1,6,5,5,0,0,0,24,15,4,NA
"2655","Thomas Foket",13,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,50
"2656","Thomas Henry",1021,4,0,0,25,16,9,5,0,3,0,0,0,29,42,39,771.5
"2657","Thomas Kastanaras",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2658","Thomas Lemar",494,0,0,0,0,6,0,24,4,4,0,0,0,47,0,2,NA
"2659","Thomas Mangani",520,2,0,0,9,3,0,41,11,6,0,0,0,40,12,6,NA
"2660","Thomas Meunier",1127,4,0,0,22,6,1,32,17,20,0,0,0,85,11,9,NA
"2661","Thomas Müller",957,0,0,0,5,6,8,15,4,5,0,0,0,42,19,18,NA
"2662","Thomas Ouwejan",739,1,0,0,4,5,1,84,12,7,0,1,0,53,0,6,NA
"2663","Thomas Partey",1139,1,0,0,11,6,0,2,14,17,0,0,0,94,18,14,NA
"2664","Thorgan Hazard",770,1,0,0,18,9,5,53,8,9,0,0,0,63,5,14,NA
"2665","Þórir Jóhann Helgason",105,0,0,0,1,1,0,7,2,0,0,0,0,5,0,1,NA
"2666","Tiago Djaló",1105,5,0,0,12,9,0,2,13,13,0,1,0,93,18,19,NA
"2667","Tiago Tomás",723,1,0,0,7,16,2,13,0,4,0,0,0,24,2,11,NA
"2668","Tim Lemperle",35,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,NA
"2669","Tim Oermann",194,0,0,0,3,0,0,0,1,1,0,0,0,5,4,5,NA
"2670","Tim Ream",1617,2,0,0,7,4,1,4,24,10,0,0,0,87,26,20,NA
"2671","Tim Skarke",53,1,0,0,3,0,0,8,0,1,0,0,0,1,0,1,NA
"2672","Timo Baumgartl",314,1,0,0,4,2,0,5,1,5,0,0,0,23,12,3,325
"2673","Timo Hübers",1029,3,0,0,14,9,0,1,23,12,0,0,1,91,33,24,NA
"2674","Timo Werner",995,1,0,0,5,6,9,16,1,2,0,0,0,24,2,4,NA
"2675","Timothée Kolodziejczak",25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
"2676","Timothy Castagne",1461,0,0,0,15,5,2,33,16,21,0,0,0,73,23,28,NA
"2677","Timothy Chandler",91,0,0,0,0,0,0,3,0,2,0,0,0,5,1,0,NA
"2678","Timothy Fosu-Mensah",123,1,0,0,2,1,1,1,1,4,0,0,0,7,2,3,NA
"2679","Timothy Weah",567,0,0,0,4,3,4,11,3,3,0,0,0,26,4,10,NA
"2680","Tjaronn Chery",540,1,0,0,3,2,2,14,1,1,0,0,0,27,1,0,NA
"2681","Tobias Mohr",695,0,0,0,4,3,0,64,8,4,0,0,0,46,6,9,NA
"2682","Tobias Sippel",270,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,NA
"2683","Toby Alderweireld",270,0,0,0,0,0,0,2,0,2,0,0,0,9,1,2,NA
"2684","Tolgay Arslan",509,1,0,0,9,14,0,6,7,7,0,0,0,29,3,1,NA
"2685","Tom Bischof",15,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,NA
"2686","Tom Cairney",343,0,0,0,2,5,0,16,1,2,0,0,0,24,3,2,NA
"2687","Tom Davies",298,2,0,0,2,3,1,0,3,5,0,0,0,14,5,10,NA
"2688","Tom Krauß",1232,2,0,0,18,14,0,7,16,36,0,0,0,109,7,10,NA
"2689","Tom Rothe",75,0,0,0,0,0,0,3,1,1,0,0,0,4,0,2,NA
"2690","Toma Bašić",277,1,0,0,5,7,0,16,3,1,0,0,0,13,6,2,NA
"2691","Tomás Alarcón",223,2,1,1,4,3,0,6,2,2,0,0,0,14,3,1,NA
"2692","Tomáš Chorý",361,2,0,0,9,7,3,0,1,1,1,0,0,5,18,14,358.1
"2693","Tomáš Koubek",360,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,NA
"2694","Tomás Rincón",1090,2,0,0,19,14,0,10,16,13,0,0,0,72,16,8,NA
"2695","Tomáš Souček",1307,1,0,0,20,9,0,4,24,25,0,0,0,70,33,30,NA
"2696","Tommaso Augello",1086,1,0,0,6,6,1,55,6,4,0,0,0,60,15,13,NA
"2697","Tommaso Baldanzi",364,0,0,0,1,9,0,3,0,4,0,0,0,14,0,0,NA
"2698","Tommaso Barbieri",3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,NA
"2699","Tommaso Milanese",11,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,NA
"2700","Tommaso Pobega",595,2,0,0,22,5,0,3,6,8,0,0,0,31,7,11,NA
"2701","Toni Kroos",1303,3,1,1,13,14,0,70,11,20,0,0,0,79,4,3,NA
"2702","Toni Lato",276,0,0,0,1,3,1,15,2,1,0,0,0,15,1,4,NA
"2703","Toni Martínez",93,0,0,0,4,1,2,0,0,4,0,0,0,5,8,6,NA
"2704","Toni Villa",380,1,0,0,3,9,2,16,3,9,0,0,0,25,0,3,NA
"2705","Tonny Vilhena",986,3,0,0,12,18,0,23,7,12,0,1,0,57,5,9,NA
"2706","Tony Jantschke",87,0,0,0,2,0,0,0,0,1,0,0,0,1,4,1,NA
"2707","Tosin Adarabioyo",900,0,0,0,6,2,0,1,11,4,0,0,0,40,22,5,NA
"2708","Toti Gomes",259,1,0,0,3,2,0,0,1,2,0,0,0,9,7,1,266.7
"2709","Trent Alexander-Arnold",1468,4,0,0,8,2,2,140,15,23,0,0,0,139,10,5,NA
"2710","Trevoh Chalobah",1043,1,0,0,5,3,0,2,12,12,0,0,1,61,22,15,741.7
"2711","Tristan Dingomé",87,0,0,0,0,1,0,5,0,1,0,0,0,7,1,1,NA
"2712","Tuta",1760,5,1,1,23,8,0,3,29,24,0,0,0,145,23,34,NA
"2713","Tyler Adams",1436,5,1,1,30,16,0,3,19,37,0,0,0,130,13,9,NA
"2714","Tymoteusz Puchacz",58,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0
"2715","Tyrell Malacia",567,2,0,0,13,5,0,5,8,11,0,0,0,27,4,1,NA
"2716","Tyrese Francois",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"2717","Tyrick Mitchell",977,2,0,0,8,7,0,17,8,11,0,0,0,66,10,12,NA
"2718","Tyrone Mings",1170,3,0,0,11,7,1,1,18,2,1,0,1,69,22,12,NA
"2719","Tyronne Ebuehi",403,0,0,0,1,4,1,6,2,2,0,0,0,20,2,6,NA
"2720","Umar Sadiq",322,1,0,0,12,3,11,0,0,1,0,0,0,9,6,12,200
"2721","Unai García",1116,4,1,0,12,2,0,2,16,7,0,1,0,59,21,18,683.4
"2722","Unai López",554,0,0,0,10,9,0,24,7,4,0,0,0,42,3,6,NA
"2723","Unai Núñez",1170,3,0,0,13,12,1,1,23,7,0,0,1,74,26,23,NA
"2724","Unai Simón",1440,1,0,0,0,0,0,0,0,0,0,0,0,24,1,0,NA
"2725","Unai Vencedor Paris",141,2,0,0,8,2,0,2,1,1,0,0,0,12,1,0,NA
