"","Player","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","Prog"
"2436","Sael Kumbedi",17,8,9,88.9,129,27,4,5,80,4,4,100,0,0,NA,0,0,0,0,0,0,0,0
"2437","Saïd Benrahma",751,236,293,1047.3,3418,679,144,157,1194.4,79,98,1078.1,10,25,NA,1,1.1,0.7,16,10,5,2,20
"2438","Saidy Janko",263,94,127,480.2,1677,551,46,53,NA,35,47,505,13,22,NA,0,0.1,0.1,1,9,2,0,9
"2439","Saîf-Eddine Khaoui",740,190,277,NA,2886,967,98,124,NA,63,83,NA,16,43,NA,2,1.3,0.7,15,17,2,1,14
"2440","Saleh Al-Shehri",162,21,30,141.1,257,32,13,15,171.4,3,5,133.3,2,2,NA,0,0.1,0,1,3,0,0,0
"2441","Salem Al-Dawsari",180,73,90,153.5,1128,270,40,44,181.8,22,25,161.4,6,10,104.7,0,0.1,0.2,4,10,4,0,8
"2442","Salih Özcan",1273,708,813,1474.3,11316,3014,336,371,1530.2,272,305,1496.9,58,79,NA,2,1,0.2,10,62,8,1,48
"2443","Salis Abdul Samed",1528,914,1004,1543.1,14785,3551,443,477,1592.7,392,416,1589.8,53,69,NA,0,0.3,0.7,9,87,9,1,59
"2444","Salman Al-Faraj",44,12,16,75,174,65,8,8,100,3,4,75,1,2,50,0,0,0,0,0,1,1,0
"2445","Salomón Rondón",109,22,29,496.4,203,35,15,21,460,3,3,NA,0,0,NA,0,0.2,0.1,2,2,1,0,1
"2446","Salvatore Molina",229,86,114,371.1,1260,424,49,55,416.9,36,45,412,1,8,50,0,0.1,0.3,2,4,5,4,6
"2447","Salvi",264,50,96,472.8,758,179,35,42,NA,9,23,NA,5,12,NA,0,0.4,0.4,2,3,4,1,6
"2448","Sam Adekugbe",36,31,35,175.5,484,132,16,17,185.7,11,11,200,3,5,116.7,0,0.1,0.1,1,0,2,2,2
"2449","Sam Greenwood",188,62,95,350.3,1090,424,31,36,459.6,21,28,NA,8,27,161.1,1,0.3,0.3,6,8,1,0,6
"2450","Sam Lammers",883,143,230,916.9,1814,451,94,129,1062.7,41,60,NA,1,5,NA,1,0.5,0.2,10,13,4,0,10
"2451","Sam Surridge",136,14,34,NA,212,60,8,17,NA,4,10,NA,1,2,NA,0,0.1,0,1,3,0,0,3
"2452","Saman Ghoddos",83,30,40,NA,390,80,19,20,NA,11,13,NA,0,6,NA,0,0,0,1,1,0,0,1
"2453","Sami Al-Najei",45,13,21,61.9,200,64,8,10,80,3,7,42.9,1,3,33.3,0,0,0.2,0,0,0,0,0
"2454","Samir Handanović",720,280,314,717.1,6390,4416,88,89,794.4,130,131,795.2,61,90,NA,0,0,0,0,6,0,0,0
"2455","Samu Castillejo",612,201,253,806.8,3085,889,108,125,877.7,68,82,NA,15,29,NA,0,0.4,0.7,12,21,10,3,20
"2456","Samu Costa",768,285,359,836.7,5453,1511,119,136,NA,123,139,NA,39,62,NA,0,0.3,0.4,5,17,1,0,23
"2457","Samuel",1215,387,503,1068.5,5140,1063,239,267,1234.6,113,147,1083.2,11,27,NA,0,0.9,1.4,14,21,12,3,25
"2458","Samuel Chukwueze",538,145,192,859.8,2331,470,79,91,NA,44,60,NA,18,25,NA,1,1,0.5,14,4,13,4,16
"2459","Samuel Di Carmine",28,6,8,133.3,79,30,4,5,100,0,0,NA,1,1,NA,0,0,0,0,1,0,0,1
"2460","Samuel Edozie",159,40,56,574.4,550,136,26,31,NA,10,15,NA,3,3,NA,0,0,0.1,3,1,4,0,5
"2461","Samuel Gigot",965,519,590,1305.1,9329,2884,191,213,1328.6,283,303,1413.2,33,56,888.8,0,0,0.1,1,34,2,0,23
"2462","Samuel Iling-Junior",46,13,18,233.3,210,95,7,9,233.4,5,7,250,0,1,NA,2,0.2,0.1,3,1,3,2,3
"2463","Samuel Moutoussamy",832,304,359,1054.6,4881,1259,137,156,1072,128,140,NA,23,35,NA,1,0.2,0,6,36,4,0,24
"2464","Samuel Oum Gouet",100,52,59,149.4,884,306,23,23,200,20,22,145,6,11,95.8,0,0,0,0,6,0,0,3
"2465","Samuel Sáiz",193,93,120,459.5,1495,388,49,54,542,31,39,478.5,8,11,NA,0,0.3,0.1,3,10,4,2,7
"2466","Samuel Umtiti",332,93,114,330,1751,515,36,46,319.9,36,39,NA,17,21,270.8,0,0,0,0,2,0,0,2
"2467","Samuele Birindelli",640,231,327,746.4,4050,1071,114,134,854.5,93,128,NA,22,51,561.3,1,1.3,0.7,11,7,9,8,14
"2468","Samuele Ricci",711,353,388,818.2,5840,1234,163,179,823.6,150,156,867,23,28,735,1,0.9,0.2,3,29,2,0,19
"2469","Samuele Vignato",9,11,11,200,163,15,5,5,200,4,4,200,1,1,NA,0,0,0,0,0,1,1,0
"2470","Sandi Lovrić",768,273,342,1085.4,4328,1121,137,158,1218.9,86,106,1054.9,26,44,NA,1,1.2,0.8,13,39,8,1,23
"2471","Sandro Tonali",1541,552,774,1350.3,10338,3457,226,276,1563.2,216,274,1458.6,86,165,997.8,4,3.5,3,35,57,20,6,58
"2472","Sanjin Prcić",788,434,529,1043.8,8624,2435,160,183,1144.1,187,219,1107.7,75,107,889.2,1,0.4,1,5,43,9,2,37
"2473","Sanoussy Ba",1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"2474","Santi Comesaña",728,294,355,993.1,5005,1563,130,149,1026.1,131,153,1043.3,25,34,NA,0,0.6,0.4,12,40,7,0,38
"2475","Santiago Arzamendia",255,68,99,263.2,1050,470,37,46,327.9,21,28,281.9,5,12,258.3,0,0.4,0.1,4,6,3,0,6
"2476","Santiago Ascacíbar",699,340,415,965.7,5804,2074,175,199,1026.4,125,135,1103.6,33,54,NA,0,0.4,0.2,8,46,7,2,33
"2477","Santiago Bueno",1260,717,821,1225.9,14206,5038,240,263,1271,376,408,1289.5,90,131,989.6,1,0.9,0.3,3,66,2,0,46
"2478","Sardar Azmoun",414,64,107,709.5,904,373,32,51,NA,21,30,NA,3,8,NA,0,1.3,0.6,8,11,3,0,14
"2479","Sargis Adamyan",434,88,121,NA,1471,336,44,51,NA,35,48,NA,8,11,NA,1,0.5,0.7,7,5,8,2,13
"2480","Sasa Kalajdzic",278,42,67,237.4,715,172,20,32,236.6,15,23,287.5,4,5,NA,3,0.7,0.3,6,3,0,0,3
"2481","Saša Lukić",1080,565,651,1182.1,10478,2113,217,243,NA,274,300,NA,66,89,1076.7,0,1.1,0.8,12,52,6,3,26
"2482","Saud Abdulhamid",180,75,94,152.7,1180,423,35,37,186.3,30,41,137.4,6,9,150,0,0,0.1,2,8,4,1,11
"2483","Saúl Ñíguez",746,283,370,1167.3,4019,985,175,201,1354.4,91,117,1207.2,12,26,NA,1,0.2,0.4,3,18,4,1,16
"2484","Scott Arfield",267,59,87,282.8,838,224,36,48,316.1,15,20,313.3,4,6,300,0,0,0.1,1,4,0,0,7
"2485","Scott McKenna",1260,484,604,1081.2,9625,3634,132,154,1151.8,293,340,1169.9,53,98,687.8,0,0.7,0.2,7,32,3,1,19
"2486","Scott McTominay",640,191,234,914,3055,871,97,116,NA,72,82,NA,15,21,NA,0,0.2,0.4,3,15,1,0,11
"2487","Scott Wright",136,25,37,251.4,306,62,17,21,257.6,7,10,310,0,2,NA,0,0.2,0,1,1,0,0,1
"2488","Sead Haksabanović",229,78,107,434.1,1283,437,39,43,562.2,30,46,338.9,7,12,NA,0,0.6,0.8,8,6,6,2,10
"2489","Sead Kolašinac",644,319,384,1144.1,5230,1445,150,173,1235.7,145,171,NA,18,28,NA,1,0.4,0,1,19,0,0,11
"2490","Séamus Coleman",605,244,289,666.6,4002,1486,118,133,707.2,106,118,705.5,17,26,NA,0,0.2,0.2,1,6,5,2,16
"2491","Sean Goldberg",540,227,266,507.3,4211,1477,88,98,521.2,108,116,562.2,27,44,367.3,0,0.1,0.1,4,11,1,0,11
"2492","Sean Longstaff",1056,391,490,1155.9,6516,1937,186,215,NA,160,183,1303.5,33,58,NA,2,1.9,0.9,13,36,7,2,42
"2493","Sebastiaan Bornauw",725,297,366,822.7,5940,2231,89,104,887.8,176,199,896.2,31,55,587.4,0,0.1,0,1,15,0,0,18
"2494","Sebastián Coates",484,214,248,494.8,3848,1268,102,108,569,88,95,562.9,24,42,288.8,0,0,0,0,9,0,0,14
"2495","Sebastian Polter",465,63,116,833.4,830,187,37,59,NA,19,33,NA,1,4,NA,2,0.4,0.2,5,3,3,0,3
"2496","Sebastian Rode",824,422,507,1418.1,6658,1917,220,248,1544.7,162,180,1543.4,28,50,NA,2,1.6,1.1,11,57,4,0,39
"2497","Sebastian Rudy",248,106,145,781.7,2029,704,38,47,NA,49,59,839.2,15,28,NA,1,0.3,0.3,4,11,2,2,11
"2498","Sebastian Szymański",71,15,25,60,230,117,9,14,64.3,4,6,66.7,1,1,100,0,0,0,0,3,0,0,2
"2499","Sebastian Walukiewicz",148,67,76,219.5,1461,538,16,17,NA,40,43,243.8,10,13,NA,0,0,0,0,3,0,0,3
"2500","Sebastiano Luperto",1084,427,505,1065,8085,2728,150,160,1217.4,226,253,1128.6,45,82,615.8,0,0.5,0.2,2,21,2,1,15
"2501","Sébastien Corchia",371,116,169,883.2,1929,870,52,66,1025.3,52,75,NA,7,18,NA,0,0.1,0.1,2,6,6,4,9
"2502","Sehrou Guirassy",801,145,219,750.4,1973,312,93,115,917.4,36,56,NA,7,16,NA,0,0.7,0.1,11,8,4,0,10
"2503","Seko Fofana",1113,599,666,1165.5,9984,2154,297,321,1201.7,234,255,1192.4,48,58,1088.3,2,1.4,1,15,57,11,2,44
"2504","Sékou Gassama",36,7,9,77.8,87,0,5,7,71.4,2,2,100,0,0,NA,0,0,0,1,0,0,0,0
"2505","Sekou Koita",20,7,8,185.7,102,10,5,5,200,1,1,NA,1,1,NA,0,0,0,0,0,0,0,0
"2506","Sekou Mara",214,22,33,NA,368,94,11,16,NA,6,6,NA,3,5,NA,1,0.4,0.2,4,3,2,0,5
"2507","Selim Amallah",156,27,32,166.4,301,58,20,20,200,5,6,166.7,1,3,100,0,0.1,0.1,2,1,1,0,1
"2508","Sepe Elye Wahi",1168,133,200,945.1,1620,300,71,99,1013.4,35,51,933.3,5,9,NA,1,0.4,0.3,7,7,0,0,7
"2509","Sepp van den Berg",322,127,152,328.9,2537,896,39,41,384.7,71,77,365.1,15,30,197.4,0,0,0,0,5,0,0,4
"2510","Serge Aurier",530,193,280,475.5,3083,1320,100,125,572.1,72,102,481.5,17,32,292.3,0,0.2,0.2,4,12,5,4,14
"2511","Serge Gnabry",1248,467,591,1744.7,6479,1703,299,350,1884.1,130,156,1823.9,24,43,NA,6,3.8,2.8,21,35,18,4,44
"2512","Sergej Milinković-Savić",1321,630,842,1164.4,10105,2906,348,416,1314.1,198,253,1242.4,61,113,877.5,7,3.7,2.5,19,71,26,2,60
"2513","Sergi Canós",74,22,38,225.9,261,76,13,16,NA,4,14,80,1,2,NA,0,0,0,1,2,1,0,2
"2514","Sergi Darder",1233,462,645,992.5,9212,3575,174,204,1168.2,203,244,1160.6,77,165,652.6,1,2.6,2.6,31,73,24,4,66
"2515","Sergi Gómez",895,390,451,925.1,8462,2970,100,106,1062.2,233,244,1023.7,56,99,578.8,0,0.1,0,1,24,1,0,23
"2516","Sergi Guardiola",377,45,77,NA,581,134,25,38,NA,11,18,NA,3,5,NA,0,0.1,0.1,2,1,1,1,4
"2517","Sergi Roberto",583,458,500,1099.6,6939,1545,259,270,1153.6,162,180,1083.8,30,37,NA,2,1.3,1.4,6,72,4,3,16
"2518","Sergiño Dest",611,310,377,984.8,4708,1565,176,191,1103,111,128,NA,14,28,NA,1,1,0.8,8,23,8,4,22
"2519","Sergio Akieme",1260,455,582,1084.7,7700,2698,226,258,1205.7,180,214,1169.9,36,72,NA,0,0.6,0.9,9,23,9,8,22
"2520","Sergio Asenjo",450,121,181,334.7,3716,2668,18,18,500,60,62,484,41,98,216.7,0,0,0,0,3,0,0,0
"2521","Sergio Busquets",1348,877,993,1587.3,15532,4220,395,440,1619,377,409,1634.7,87,105,1485.7,1,0.7,1.2,9,105,12,1,79
"2522","Sergio Camello",934,148,182,1142.8,2132,212,81,94,NA,49,64,1067.3,7,9,NA,2,1.4,0.4,13,3,5,0,7
"2523","Sergio Canales",856,395,530,818.4,6311,1843,203,231,976.8,128,158,844.6,40,85,483.5,0,2.3,1.4,22,51,16,6,31
"2524","Sergio Escudero",709,258,356,634.5,4306,1680,129,141,804.2,94,116,680.5,26,69,322.7,0,0.4,0.3,7,11,8,4,14
"2525","Sergio Gómez",389,302,352,766.4,5014,1122,146,156,819.9,129,143,810.9,20,35,NA,1,0.7,0.5,5,41,6,2,19
"2526","Sergio Herrera",900,219,358,604.1,8154,6934,14,14,NA,89,89,1000,116,253,454.3,0,0,0,1,23,0,0,0
"2527","Sergio León",625,58,90,860.3,941,168,31,38,NA,19,30,NA,4,9,NA,1,0.6,0.3,6,2,4,1,8
"2528","Sergio Ramos",1548,1230,1303,1784.6,22697,7010,482,504,1806,563,585,1822,140,160,1645.4,1,0,0.1,1,99,3,2,51
"2529","Sergio Reguilón",22,13,15,86.7,194,58,7,7,100,5,5,100,1,2,50,0,0,0,0,3,0,0,1
"2530","Sergio Rochet",180,35,50,141.9,798,639,12,12,200,17,18,190.9,6,20,71.4,0,0,0,0,0,0,0,0
"2531","Serhiy Kryvtsov",6,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"2532","Shandon Baptiste",431,154,186,NA,2498,701,85,96,NA,54,62,NA,10,16,NA,0,0.7,0.4,6,13,8,2,19
"2533","Shane Duffy",6,2,4,NA,20,9,2,2,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,0,0
"2534","Shaquell Moore",22,14,21,114.3,218,85,9,11,138.9,4,6,100,1,4,33.3,0,0,0,0,1,0,0,0
"2535","Sheraldo Becker",1051,155,254,897.7,2725,643,62,92,1003.2,60,87,1025,23,37,NA,3,1.5,2.3,20,6,23,14,15
"2536","Shon Weissman",561,49,64,862.6,515,71,38,45,NA,7,10,NA,1,3,NA,0,0.2,0.4,3,2,0,0,0
"2537","Shūichi Gonda",180,44,54,171.4,971,631,16,16,200,21,21,200,7,17,128.6,0,0,0,0,0,0,0,0
"2538","Sidi Sané",25,7,7,100,103,6,1,1,100,3,3,100,1,1,100,0,0,0,0,0,0,0,0
"2539","Silas Katompa",1043,158,214,1037.8,2507,671,83,103,1123.6,61,76,1089.5,9,16,NA,2,0.9,1.6,11,13,10,3,16
"2540","Silvan Widmer",1100,423,591,1060.3,7148,2702,218,254,1294.9,161,227,1076.5,37,82,630.7,0,0.8,0.8,9,33,13,2,28
"2541","Silvère Ganvoula M'Boussy",153,28,48,474,353,88,20,30,546.6,8,12,NA,0,2,NA,0,0.4,0.1,4,3,4,0,5
"2542","Simon Kjær",685,370,426,872.8,7961,3067,108,122,888.1,186,199,940.7,71,97,NA,0,0.1,0.1,1,28,2,0,28
"2543","Simon Mignolet",540,183,256,431.7,5846,4683,25,26,585.7,74,75,593.8,83,153,329.2,0,0,0,0,1,0,0,0
"2544","Simon Terodde",1052,128,191,NA,1844,250,63,83,NA,48,73,NA,5,8,NA,0,1,0.7,10,10,5,0,13
"2545","Simon Zoller",978,129,215,811.9,2054,469,76,113,950.3,39,68,699.6,11,15,NA,1,0.9,0.4,7,11,3,0,13
"2546","Simone Bastoni",804,248,406,671.5,4196,1569,121,140,953.8,91,147,679.1,29,77,371.4,2,1,1.1,15,22,8,5,13
"2547","Simone Verdi",451,114,186,491.7,2081,798,61,77,638.5,31,46,569.5,18,41,332.3,0,1,0.7,9,19,5,2,17
"2548","Sinaly Diomande",365,252,288,429.4,4591,1809,92,104,414.8,133,150,441.2,20,26,350,0,0,0,1,17,0,0,15
"2549","Siriki Dembélé",8,2,2,100,19,6,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"2550","Sofiane Boufal",852,325,425,980.7,5100,1462,181,217,1107.1,105,137,944.9,26,46,619.9,3,2.7,1.8,24,31,11,2,41
"2551","Sofiane Diop",518,232,292,629,3484,1014,125,143,698,74,97,586,16,25,NA,3,0.9,0.6,9,17,8,3,18
"2552","Sofyan Amrabat",995,606,676,1312.7,12339,3188,201,220,1316.6,296,322,1387,102,117,NA,0,0.4,0.7,7,80,10,5,68
"2553","Solly March",1214,412,576,981.1,7362,1793,193,230,1134.5,158,211,1008.6,50,95,712.2,2,1.3,1.3,17,29,15,4,49
"2554","Son Heung-min",1658,379,551,1399.1,5003,1468,232,267,1806.7,92,138,1334.1,21,71,NA,2,4.2,2.7,39,16,13,2,22
"2555","Son Jun-ho",17,10,12,83.3,234,34,3,4,75,4,4,100,3,4,75,0,0,0,0,2,0,0,1
"2556","Sorba Thomas",1,3,4,75,64,24,0,0,NA,1,1,100,1,2,50,0,0,0,0,0,1,1,0
"2557","Sotiris Alexandropoulos",121,33,42,233.6,491,83,18,21,258.3,12,13,266.7,1,4,NA,0,0,0,0,2,0,0,3
"2558","Soualiho Meïté",689,206,262,783.5,3338,944,106,121,879.4,75,86,887,18,36,NA,0,0,0,4,19,7,1,10
"2559","Souleyman Doumbia",1075,424,522,1058.3,6220,2031,246,284,1135.5,145,177,1056,18,39,NA,0,0.9,0.7,7,23,7,5,19
"2560","Souleymane Cissé",3,0,1,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0
"2561","Souleymane Touré",68,32,38,263.7,583,158,10,13,NA,21,23,NA,1,2,NA,0,0,0,0,3,0,0,2
"2562","Soumaïla Coulibaly",19,14,15,93.3,206,74,7,7,100,7,7,100,0,0,NA,0,0,0,0,2,0,0,2
"2563","Soungoutou Magassa",74,22,27,81.5,393,119,11,12,91.7,6,6,100,4,7,57.1,0,0,0,0,2,0,0,2
"2564","Srđan Babić",1138,503,579,1169.4,10063,3655,156,164,1304.5,277,304,1241,64,98,887.7,0,0.1,0.1,4,21,2,1,20
"2565","Stanislav Lobotka",1724,1126,1211,1948.2,17535,4871,616,643,2007.2,393,417,1969.1,81,100,1756.4,1,0.8,0.5,12,95,5,0,56
"2566","Stanley N'Soki",642,335,415,722.9,6122,2627,139,158,781.8,159,186,764.1,31,58,502.3,0,0.2,0.2,1,31,1,0,26
"2567","Stefan Bajcetic",46,22,26,NA,319,34,8,10,NA,8,9,NA,2,2,NA,0,0,0,0,3,0,0,0
"2568","Stefan Bell",893,384,492,963.1,7119,3433,156,177,NA,167,192,NA,57,101,NA,0,0.3,0.6,7,29,6,1,34
"2569","Stefan de Vrij",1255,561,642,1372.6,10047,2738,189,204,NA,336,362,1446.8,29,58,NA,0,0,0.1,0,22,0,0,18
"2570","Stefan Lainer",30,15,21,327.8,213,36,7,9,NA,5,6,NA,1,2,NA,0,0,0,0,1,0,0,0
"2571","Stefan Mitrović",1070,306,371,1057.1,6500,2799,84,98,NA,170,191,NA,47,71,NA,0,0,0,0,6,0,0,9
"2572","Stefan Ortega",180,50,52,192.3,1063,779,19,19,200,22,22,200,9,11,160.7,0,0,0,0,0,0,0,0
"2573","Stefan Posch",724,297,415,644.6,5472,2420,126,150,705.6,134,162,757.1,31,69,425.5,1,0.6,0.5,8,21,8,2,19
"2574","Stefan Ristovski",370,159,194,410,2677,1003,73,78,467.8,71,84,424,10,18,325,0,0.1,0.1,3,5,3,2,11
"2575","Stefan Savić",1155,635,724,1132.8,12112,4748,232,240,1253.5,319,357,1150.9,74,102,856,0,0.1,0,4,52,2,1,45
"2576","Stefano Sensi",934,660,769,1112.1,12295,4255,292,319,1185.4,275,300,1183.9,82,119,895.2,0,0.9,1.1,17,84,12,1,67
"2577","Steffen Tigges",720,82,148,685.5,1241,358,47,73,781.6,24,42,NA,7,11,NA,0,0.6,0.3,8,9,5,0,13
"2578","Stephan El Shaarawy",345,155,191,830,2527,634,78,83,945.4,67,84,803.9,8,11,NA,0,0.6,0.3,7,10,5,0,14
"2579","Stéphane Diarra",616,113,166,NA,1508,525,70,97,NA,35,50,NA,4,8,NA,0,0.9,0.4,3,3,5,1,17
"2580","Stephen Eustáquio",650,259,340,610.2,4274,1454,127,150,665.5,97,112,690.6,27,58,386.5,0,0.8,1.3,6,21,7,2,27
"2581","Stephen Welsh",90,55,58,94.8,1162,439,13,14,92.9,32,32,100,9,11,81.8,0,0,0,0,2,1,0,4
"2582","Stephy Mavididi",335,52,71,403.3,739,170,29,36,403.4,16,22,445.6,4,5,NA,0,0.1,0.3,1,3,1,1,4
"2583","Stevan Jovetić",398,96,154,477.9,1689,659,48,76,486.7,34,50,NA,11,14,NA,2,0.8,0.2,8,19,5,1,19
"2584","Steve Cook",957,369,459,934,7884,2511,80,99,892.8,234,261,1068.6,51,91,724.3,0,0.5,0.6,3,18,2,1,12
"2585","Steve Mandanda",1215,299,419,1031.8,9070,6846,45,46,NA,131,134,1365.7,122,237,767.6,1,0.1,0,1,6,0,0,0
"2586","Steve Mounié",45,7,16,96.4,77,24,5,9,110,2,5,125,0,1,NA,0,0,0,0,2,0,0,0
"2587","Steven Berghuis",587,276,368,648,5320,1591,124,146,737.1,97,126,665.7,47,74,535.3,2,0.7,1,7,43,15,4,40
"2588","Steven Bergwijn",642,214,241,700,2735,442,140,148,746.5,58,67,705.8,5,7,NA,0,0.7,1.3,10,10,7,1,14
"2589","Steven Davis",249,91,114,415.1,1639,364,41,45,NA,38,46,398.9,11,17,363.3,0,0,0,1,16,0,0,8
"2590","Steven Fortes",7,1,3,33.3,15,11,0,1,0,1,2,50,0,0,NA,0,0,0,0,0,0,0,0
"2591","Steven Vitória",180,90,106,169.8,1753,738,41,45,183.4,36,38,189.5,13,23,105.4,0,0,0,0,5,0,0,6
"2592","Stijn Spierings",1350,738,879,1250.6,13799,4471,311,351,1324,315,357,1313.1,90,130,1019.8,0,0.6,0.3,11,87,8,2,86
"2593","Stole Dimitrievski",1170,238,383,841.6,6925,5116,33,33,NA,126,128,1287.9,79,220,537,0,0,0,0,8,0,0,0
"2594","Strahinja Pavlović",685,210,292,559.4,3519,1613,102,123,654,88,115,602.6,15,40,343.8,0,0.1,0,2,15,0,0,19
"2595","Stuart Armstrong",690,258,324,1113.2,4069,1205,143,164,1256.5,85,106,1133.1,20,29,NA,0,1.7,2,10,22,19,5,35
"2596","Suat Serdar",967,227,319,1019.6,4189,1244,98,126,NA,103,129,1165.4,25,38,NA,0,0.4,0.4,9,30,6,0,32
"2597","Suf Podgoreanu",12,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"2598","Suliman Mustapha",68,10,19,275.3,137,57,6,10,NA,3,7,NA,0,0,NA,0,0,0,0,1,1,0,2
"2599","Sultan Al-Ghanam",39,13,17,86.7,195,55,9,9,NA,2,3,NA,2,4,66.7,0,0,0,0,0,1,1,1
"2600","Sun Menachem",59,21,30,291.7,367,181,7,9,330,11,14,340,2,4,NA,0,0,0,0,1,1,0,4
"2601","Suso",325,123,154,830.4,1997,581,70,80,NA,42,51,NA,10,15,NA,0,0.2,0.3,6,8,6,1,11
"2602","Sven Botman",1057,489,575,1107.9,10085,3877,157,181,1142.8,262,291,1167.6,66,89,NA,0,0.9,0.8,6,23,1,0,23
"2603","Sven Michel",229,53,96,645.6,714,162,30,44,NA,12,20,NA,4,11,NA,0,0,0,1,2,3,1,5
"2604","Sven Ulreich",540,212,247,516.8,4484,2849,67,67,600,114,116,589.1,31,63,292.3,0,0,0,0,0,0,0,0
"2605","Szymon Żurkowski",32,17,19,177.4,298,21,6,7,166.7,7,7,200,2,2,NA,1,0,0,1,1,1,0,1
"2606","Taha Yassine Khenissi",29,2,6,66.6,27,0,1,1,NA,1,2,NA,0,0,NA,0,0.1,0,1,1,0,0,0
"2607","Taïryk Arconte",26,1,1,100,4,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"2608","Taiwo Awoniyi",512,73,94,NA,842,121,51,59,NA,15,21,NA,1,2,NA,0,0.7,0.1,5,3,1,0,3
"2609","Tajon Buchanan",510,126,169,451.7,1835,460,71,83,518.2,44,62,428.1,6,13,NA,1,0.7,0.6,5,4,5,3,8
"2610","Takefusa Kubo",887,216,300,871.5,2972,704,124,146,1038.8,68,92,890.5,10,22,NA,2,2.6,1.8,12,8,9,2,16
"2611","Takehiro Tomiyasu",455,254,305,904.1,4535,1606,100,113,NA,127,149,927.8,23,34,NA,0,0,0,3,32,6,2,25
"2612","Takuma Asano",478,77,104,NA,995,307,48,61,NA,21,27,NA,2,5,NA,0,0.7,0.5,9,8,4,2,7
"2613","Takumi Minamino",358,82,128,659,1224,328,37,52,701.6,31,39,NA,5,21,NA,3,0.9,1.3,3,4,4,0,10
"2614","Tammy Abraham",1041,166,228,1089.7,2423,586,98,116,1267.4,46,70,959.5,13,17,NA,1,1.8,0.9,17,7,7,1,19
"2615","Tanguy Coulibaly",24,11,14,78.6,170,60,9,9,100,1,2,50,1,2,50,0,0,0.1,0,1,1,1,0
"2616","Tanguy Ndombele",742,464,521,1557.3,6336,1723,282,305,1674.7,144,153,NA,12,23,NA,1,1.6,1,14,33,13,1,38
"2617","Tanguy Nianzou",820,406,448,1055.2,7342,2407,154,161,1153.4,217,230,1128.5,31,47,NA,0,0.4,0,1,22,0,0,18
"2618","Taras Stepanenko",532,240,277,523.2,3836,1171,134,138,582.3,75,87,529.8,24,36,NA,0,0,0,2,15,0,0,9
"2619","Tarek Salman",8,7,10,70,122,34,3,3,100,4,4,100,0,2,0,0,0,0,0,1,0,0,0
"2620","Tariq Lamptey",290,106,148,879.9,1613,486,58,69,NA,46,60,NA,2,16,NA,0,0.1,0.3,2,3,7,4,8
"2621","Téji Savanier",1019,510,727,841.9,9850,3820,208,251,989.7,179,226,962.3,97,202,574.1,1,2.5,2.6,24,73,26,4,79
"2622","Terem Moffi",1032,127,175,1004.3,1638,418,75,100,1012.2,42,53,1083.3,2,4,NA,0,0.4,0.4,7,11,5,0,10
"2623","Tetê",873,308,409,934.3,4587,998,168,193,NA,110,147,983.5,14,41,NA,2,1.1,2,7,21,13,2,28
"2624","Tete Morente",718,190,245,839.3,2818,728,114,127,995.2,50,67,791.7,16,27,NA,0,0.2,0.4,4,14,4,2,12
"2625","Teun Koopmeiners",1394,556,765,1286.5,10354,4184,234,271,1528.1,238,295,1435.4,67,156,NA,1,1.1,2,20,64,21,4,60
"2626","Theo Bongonda",446,80,111,669.8,1099,217,50,60,739.9,20,28,NA,6,11,NA,0,0,0.1,2,2,2,0,5
"2627","Theo Hernández",1727,863,1060,1613,14900,4871,408,452,1767.7,356,417,1693.1,85,135,1264,6,4,3.3,39,64,25,10,68
"2628","Théo Le Bris",815,269,338,1000.4,3720,1123,169,199,1065.8,85,102,NA,8,19,NA,0,0.6,0.6,5,17,4,2,20
"2629","Théo Sainte-Luce",355,168,193,448.7,2512,894,90,97,472.2,65,73,NA,7,13,NA,1,0.6,0.6,5,10,4,2,14
"2630","Theo Walcott",113,16,24,195.2,196,36,13,15,263.9,3,8,83.3,0,1,NA,0,0,0,0,1,0,0,1
"2631","Thiago Alcántara",950,696,799,1134.6,12515,3875,312,341,1186.4,259,283,1189.7,96,121,1064.7,0,1,1.3,12,93,13,0,65
"2632","Thiago Mendes",1167,761,908,1177.2,14447,5936,276,301,1294.5,376,407,1291.2,88,165,777,1,0.1,0.4,3,69,3,0,65
"2633","Thiago Silva",1640,1234,1370,1708.9,24758,9889,390,414,1789.4,676,705,1819.6,157,226,1312.7,2,0.4,0.3,4,75,8,0,64
