"","Player","Min","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Vs_Dribbles","Att_Vs_Dribbles","Tkl_percent_Vs_Dribbles","Past_Vs_Dribbles","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err"
"291","Artem Bondarenko",484,14,4,10,2,2,5,9,NA,4,1,0,1,7,21,6,0
"292","Arthur",563,8,4,2,2,4,4,6,NA,2,5,0,5,0,8,4,0
"293","Arthur Melo",14,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0
"294","Arthur Theate",1350,11,6,7,4,0,7,10,NA,3,11,6,5,11,22,43,0
"295","Artur Jędrzejczyk",19,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"296","Ashley Young",729,19,12,14,5,0,13,14,NA,1,10,3,7,10,29,21,0
"297","Asier Illarramendi",153,4,0,2,2,0,3,6,NA,3,3,1,2,7,11,5,0
"298","Asier Villalibre",92,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"299","Asiri Haitham",2,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0
"300","Asmir Begović",90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"301","Assan Ceesay",869,16,13,6,5,5,5,7,NA,2,9,1,8,1,17,17,0
"302","Assim Madibo",153,6,3,3,3,0,1,5,50,4,6,1,5,2,8,0,0
"303","Aster Vranckx",57,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,1,0
"304","Atakan Karazor",486,22,10,8,11,3,8,12,NA,4,9,2,7,7,29,15,0
"305","Atiba Hutchinson",128,2,0,2,0,0,1,1,NA,0,3,0,3,0,2,2,0
"306","Augusto Solari",187,5,5,2,2,1,1,6,NA,5,4,0,4,3,8,0,0
"307","Aurélien Tchouaméni",1536,43,22,14,27,2,16,24,NA,8,16,3,13,32,75,24,0
"308","Awer Mabil",189,2,0,0,1,1,1,3,NA,2,2,1,1,1,3,1,0
"309","Axel Camblan",35,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0
"310","Axel Disasi",1440,24,16,11,9,4,12,19,NA,7,24,14,10,35,59,49,1
"311","Axel Gueguin",14,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
"312","Axel Witsel",1709,22,12,12,10,0,10,15,NA,5,25,16,9,15,37,45,0
"313","Ayase Ueda",45,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0
"314","Ayman Azhil",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"315","Aymen Barkok",83,5,1,4,1,0,2,2,NA,0,1,0,1,1,6,4,0
"316","Aymeric Laporte",733,4,1,4,0,0,1,2,NA,1,5,2,3,5,9,14,1
"317","Ayoze Pérez",148,5,4,3,1,1,2,4,NA,2,2,0,2,0,5,2,0
"318","Aziz Behich",270,7,3,5,2,0,5,6,200,1,5,2,3,2,9,12,0
"319","Azor Matusiwa",783,21,15,9,9,3,8,13,NA,5,9,3,6,20,41,20,0
"320","Azzedine Ounahi",1256,22,11,7,14,1,13,23,NA,10,9,0,9,17,39,4,1
"321","Baba Rahman",93,2,0,1,1,0,1,1,NA,0,0,0,0,1,3,3,1
"322","Bafodé Diakité",1075,19,10,7,10,2,7,16,NA,9,17,4,13,5,24,31,0
"323","Baila Diallo",34,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"324","Bailey Wright",17,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"325","Bamba Dieng",198,4,4,2,1,1,3,4,NA,1,6,1,5,0,4,0,0
"326","Banzouzi Locko",1056,32,16,22,4,6,16,27,NA,11,17,4,13,20,52,21,0
"327","Baptiste Santamaria",551,21,11,3,16,2,12,17,NA,5,5,2,3,6,27,4,0
"328","Bartłomiej Drągowski",1122,0,0,0,0,0,0,2,NA,2,0,0,0,0,0,7,1
"329","Bartol Franjić",215,4,2,2,2,0,0,1,NA,1,4,1,3,4,8,4,0
"330","Bartosz Bereszyński",1269,29,17,18,9,2,18,24,NA,6,19,4,15,18,47,32,0
"331","Bassam Al-Rawi",90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0
"332","Batista Mendy",1034,32,14,16,12,4,18,23,NA,5,18,4,14,8,40,13,0
"333","Bebé",60,0,0,0,0,0,0,2,NA,2,1,0,1,0,0,0,0
"334","Ben Chilwell",757,13,6,5,6,2,10,16,NA,6,6,2,4,8,21,10,0
"335","Ben Davies",1785,23,14,7,11,5,12,20,NA,8,21,11,10,19,42,60,2
"336","Ben Godfrey",17,1,1,1,0,0,0,0,NA,0,0,0,0,0,1,0,0
"337","Ben Johnson",488,10,6,7,1,2,6,8,NA,2,7,3,4,5,15,18,1
"338","Ben Mee",1208,14,8,8,6,0,8,14,NA,6,21,19,2,22,36,47,1
"339","Ben Pearson",214,6,2,2,3,1,0,1,NA,1,4,0,4,1,7,3,0
"340","Ben White",1150,28,14,10,14,4,21,30,NA,9,23,7,16,9,37,26,0
"341","Beñat Turrientes",106,4,3,4,0,0,1,4,NA,3,2,0,2,0,4,3,0
"342","Béni Makouana",105,1,0,0,1,0,0,2,NA,2,2,1,1,0,1,0,0
"343","Benjamin André",1126,59,33,21,31,7,27,51,782.1,24,18,5,13,17,76,25,0
"344","Benjamin Bourigeaud",1180,9,8,3,5,1,6,22,NA,16,16,0,16,13,22,13,0
"345","Benjamin Henrichs",1053,41,23,23,18,0,25,35,NA,10,24,3,21,18,59,21,0
"346","Benjamin Lecomte",899,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,2
"347","Benjamin Leroy",1178,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,4,0
"348","Benjamin Pavard",1442,41,27,23,15,3,17,19,NA,2,18,6,12,29,70,45,0
"349","Benjamin Šeško",330,3,1,0,1,2,1,1,NA,0,4,1,3,0,3,2,0
"350","Benjamin Tahirovic",22,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
"351","Benno Schmitz",1033,27,18,13,13,1,19,26,958.4,7,16,2,14,10,37,27,0
"352","Benoît Badiashile",839,10,8,6,4,0,5,10,NA,5,9,6,3,17,27,40,1
"353","Benoît Costil",1350,2,0,2,0,0,2,4,NA,2,0,0,0,0,2,4,0
"354","Berat Djimsiti",342,7,2,4,3,0,4,4,NA,0,3,1,2,6,13,9,0
"355","Bernardo",274,10,6,9,1,0,4,7,216.7,3,6,3,3,5,15,16,1
"356","Bernardo Espinosa",499,4,0,1,3,0,2,3,NA,1,7,3,4,3,7,20,2
"357","Bernardo Folha",8,1,1,1,0,0,0,0,NA,0,0,0,0,0,1,0,0
"358","Bernardo Silva",1526,27,13,8,15,4,14,27,NA,13,13,1,12,9,36,6,0
"359","Bernd Leno",1170,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,6,0
"360","Beto",597,7,4,0,4,3,2,5,NA,3,5,0,5,1,8,8,0
"361","Bevic Moussiti-Oko",487,3,1,1,1,1,1,1,NA,0,3,1,2,1,4,7,0
"362","Bilal Brahimi",327,1,1,0,1,0,0,2,NA,2,1,0,1,2,3,0,0
"363","Billy Gilmour",16,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,1,0
"364","Bingourou Kamara",408,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"365","Birama Touré",1333,35,18,15,16,4,16,39,NA,23,17,1,16,29,64,26,0
"366","Birger Meling",279,3,2,1,2,0,2,3,NA,1,2,1,1,5,8,8,0
"367","Bjorn Meijer",392,8,8,5,2,1,3,7,NA,4,6,2,4,7,15,9,0
"368","Blanco",158,6,4,5,1,0,4,6,233.3,2,5,0,5,1,7,3,0
"369","Bobby Clark",8,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0
"370","Bobby Reid",1211,23,15,8,9,6,8,16,NA,8,17,2,15,9,32,17,0
"371","Bohdan Mykhaylychenko",360,7,2,5,2,0,5,7,NA,2,3,0,3,7,14,16,0
"372","Bonke Innocent",613,13,6,9,3,1,7,18,NA,11,12,2,10,9,22,21,0
"373","Borja Iglesias",957,8,4,3,3,2,2,5,NA,3,3,1,2,0,8,6,0
"374","Borja Mayoral",1105,4,1,3,1,0,3,5,NA,2,4,0,4,0,4,3,0
"375","Borna Barišić",465,9,3,4,4,1,4,8,NA,4,11,7,4,3,12,5,0
"376","Borna Sosa",1057,21,12,14,5,2,17,24,NA,7,10,2,8,8,29,23,0
"377","Boualem Khoukhi",270,2,2,2,0,0,1,2,NA,1,6,2,4,3,5,18,1
"378","Boubacar Kamara",669,30,13,13,14,3,13,26,NA,13,15,5,10,4,34,15,0
"379","Boubacar Traoré",384,10,4,4,3,3,2,6,NA,4,4,2,2,7,17,1,0
"380","Boubakary Soumaré",668,30,21,12,16,2,15,22,NA,7,3,1,2,12,42,15,0
"381","Boulaye Dia",1096,7,2,2,3,2,0,3,NA,3,1,0,1,2,9,12,1
"382","Bradley Barcola",81,3,2,0,2,1,1,2,NA,1,2,0,2,1,4,1,0
"383","Brahim Díaz",694,9,5,3,3,3,1,2,NA,1,4,0,4,1,10,2,0
"384","Braian Cufré",194,5,2,2,1,2,2,4,150,2,2,1,1,1,6,0,0
"385","Brais Méndez",1121,31,18,9,16,6,15,27,NA,12,13,1,12,5,36,6,0
"386","Bram Nuytinck",373,7,4,3,4,0,4,8,NA,4,6,6,0,4,11,22,0
"387","Branco van den Boomen",1327,31,14,11,16,4,14,34,NA,20,10,2,8,5,36,15,0
"388","Brandon Aguilera",45,2,0,2,0,0,2,3,100,1,0,0,0,1,3,0,0
"389","Brandon Baiye",50,3,2,2,1,0,2,3,NA,1,1,0,1,1,4,3,0
"390","Brandon Mechele",540,7,5,3,4,0,2,6,NA,4,5,4,1,7,14,28,0
"391","Brandon Soppy",608,7,4,2,5,0,2,5,NA,3,12,0,12,3,10,8,0
"392","Brayann Pereira",180,6,5,5,1,0,1,5,33.3,4,2,2,0,2,8,8,1
"393","Brecht Dejaegere",767,14,9,2,7,5,3,20,NA,17,9,3,6,6,20,4,0
"394","Breel Embolo",1237,9,5,2,1,6,5,10,NA,5,9,1,8,5,14,10,0
"395","Brendan Chardonnet",1215,21,14,10,11,0,10,15,NA,5,18,6,12,30,51,34,0
"396","Brenden Aaronson",1273,26,8,9,14,3,8,24,NA,16,24,1,23,2,28,5,0
"397","Brennan Johnson",1278,8,7,3,2,3,3,7,NA,4,14,1,13,2,10,1,1
"398","Brian Brobbey",116,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"399","Brian Ocampo",560,8,7,4,3,1,6,10,NA,4,5,0,5,1,9,3,0
"400","Brian Oliván",1209,31,18,20,7,4,10,13,NA,3,8,2,6,14,45,33,0
"401","Brice Samba",1350,1,0,1,0,0,1,1,NA,0,0,0,0,0,1,6,0
"402","Bruno Amione",410,4,1,4,0,0,3,5,NA,2,5,0,5,8,12,10,0
"403","Bruno Fernandes",1349,28,16,8,13,7,7,17,NA,10,16,1,15,12,40,17,0
"404","Bruno Guimarães",1025,31,14,6,22,3,14,23,NA,9,15,3,12,15,46,9,1
"405","Bruno Petković",521,9,5,2,5,2,3,12,NA,9,2,0,2,2,11,6,0
"406","Bruno Xavier Almeida Costa",73,2,2,1,1,0,1,1,NA,0,0,0,0,1,3,0,0
"407","Bryan",47,1,1,1,0,0,0,2,NA,2,2,0,2,2,3,0,0
"408","Bryan Cristante",1103,43,18,21,17,5,21,30,871.7,9,21,6,15,5,48,19,0
"409","Bryan Mbeumo",1290,7,4,3,1,3,2,11,NA,9,9,0,9,3,10,6,0
"410","Bryan Oviedo",171,5,5,2,2,1,3,4,150,1,2,0,2,2,7,3,0
"411","Bryan Ruiz",30,1,1,0,1,0,1,1,100,0,1,1,0,0,1,0,0
"412","Bukayo Saka",1317,16,11,5,3,8,2,9,NA,7,18,1,17,10,26,10,0
"413","Cafú",7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"414","Çağlar Söyüncü",71,2,1,1,1,0,1,1,100,0,2,1,1,0,2,2,0
"415","Caio Henrique Oliveira Silva",1085,20,14,14,5,1,9,22,NA,13,14,4,10,11,31,24,1
"416","Cala",137,2,1,1,1,0,1,2,NA,1,2,1,1,1,3,12,0
"417","Caleb Okoli",845,21,17,14,6,1,10,23,NA,13,9,5,4,26,47,41,3
"418","Callum Hudson-Odoi",938,4,3,3,0,1,3,5,NA,2,0,0,0,5,9,4,0
"419","Callum McGregor",216,3,1,2,1,0,2,5,NA,3,2,0,2,5,8,4,0
"420","Callum Wilson",835,4,1,0,4,0,0,1,NA,1,1,0,1,1,5,4,0
"421","Calum Chambers",101,2,2,2,0,0,1,2,NA,1,3,3,0,3,5,1,0
"422","Calvin Bassey",540,14,9,8,4,2,7,11,NA,4,9,4,5,7,21,23,0
"423","Calvin Ramsay",4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"424","Calvin Stengs",212,2,2,1,0,1,1,2,NA,1,0,0,0,0,2,0,0
"425","Cameron Archer",49,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"426","Cameron Carter-Vickers",450,3,2,2,1,0,2,4,NA,2,3,1,2,4,7,19,0
"427","Carl Starfelt",90,0,0,0,0,0,0,0,NA,0,3,3,0,0,0,5,0
"428","Carles Aleñá",1022,11,8,4,2,5,3,21,NA,18,9,0,9,2,13,11,0
"429","Carles Pérez",599,13,8,4,6,3,6,12,NA,6,10,2,8,1,14,4,0
"430","Carlos",949,16,9,11,4,1,2,6,NA,4,6,2,4,6,22,23,1
"431","Carlos Baleba",66,6,5,1,4,1,5,5,NA,0,4,0,4,0,6,1,0
"432","Carlos Clerc",862,23,15,19,4,0,6,9,NA,3,10,3,7,7,30,27,1
"433","Carlos Dominguez",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"434","Carlos Fernández",232,2,2,0,2,0,0,5,NA,5,1,0,1,1,3,2,0
"435","Carlos Gruezo",1006,23,14,12,11,0,10,18,NA,8,13,4,9,10,33,15,0
"436","Carlos Martínez",45,1,1,0,1,0,1,2,50,1,1,0,1,1,2,1,0
"437","Carlos Soler",660,8,4,2,3,3,4,8,NA,4,5,2,3,3,11,4,0
"438","Carlos Vinícius",327,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,3,0
"439","Carmona",892,19,15,10,3,6,12,22,NA,10,15,8,7,9,28,25,2
"440","Carney Chukwuemeka",46,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,1,0
"441","Casals",12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"442","Casemiro",900,39,18,19,16,4,20,29,NA,9,22,6,16,18,57,25,0
"443","Casper Nielsen",529,16,12,5,9,2,6,11,NA,5,8,4,4,5,21,8,0
"444","Castello Lukeba",1260,10,6,8,1,1,7,9,NA,2,18,10,8,26,36,25,0
"445","Catena",1260,6,2,4,2,0,4,8,NA,4,11,9,2,7,13,61,1
"446","Cédric Avinel",697,6,3,3,3,0,2,3,NA,1,6,4,2,9,15,39,1
"447","Cédric Bakambu",59,2,1,2,0,0,2,2,NA,0,0,0,0,0,2,0,0
"448","Cédric Brunner",1017,12,11,7,3,2,10,16,NA,6,13,4,9,25,37,38,0
"449","Cédric Hountondji",1337,15,10,10,4,1,6,9,NA,3,17,8,9,20,35,48,0
"450","Cédric Soares",29,0,0,0,0,0,0,1,NA,1,1,0,1,0,0,1,0
"451","Celso Borges",159,3,0,1,2,0,1,1,NA,0,3,2,1,3,6,3,0
"452","Cengiz Ünder",727,14,9,6,6,2,4,7,NA,3,3,0,3,8,22,0,0
"453","Cenk Özkacar",239,4,3,2,2,0,1,1,NA,0,2,0,2,1,5,6,0
"454","César Azpilicueta",1022,23,15,14,5,4,15,17,NA,2,21,1,20,16,39,34,1
"455","César de la Hoz",583,12,7,5,6,1,5,11,NA,6,10,4,6,5,17,12,0
"456","César Montes",270,6,4,2,4,0,3,3,300,0,0,0,0,2,8,11,0
"457","Chadi Riad",2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"458","Chancel Mbemba",1711,34,21,24,8,2,17,19,NA,2,17,7,10,23,57,51,0
"459","Charalambos Lykogiannis",543,9,4,3,3,3,4,8,NA,4,2,1,1,11,20,18,0
"460","Charles Aránguiz",708,21,9,8,11,2,13,22,NA,9,7,2,5,9,30,7,0
"461","Charles De Ketelaere",750,8,2,4,4,0,6,16,NA,10,13,2,11,5,13,1,0
"462","Charles Pickel",918,18,7,8,8,2,7,12,NA,5,10,2,8,7,25,9,0
"463","Charly Rodríguez",34,0,0,0,0,0,0,1,NA,1,2,0,2,0,0,0,0
"464","Che Adams",1066,10,9,4,5,1,4,5,NA,1,8,2,6,3,13,14,0
"465","Check Keita",121,2,2,2,0,0,0,0,NA,0,1,1,0,0,2,2,0
"466","Cheick Doucouré",963,25,19,13,10,2,11,20,NA,9,17,6,11,20,45,12,0
"467","Cheikhou Kouyaté",776,21,16,10,9,2,6,9,NA,3,15,2,13,7,28,24,0
"468","Chem Campbell",74,2,1,1,1,0,0,1,NA,1,2,0,2,1,3,0,0
"469","Chidera Ejuke",790,4,3,1,3,0,1,3,NA,2,3,0,3,2,6,0,0
"470","Chikwubuike Adamu",204,9,8,4,2,3,1,3,NA,2,5,1,4,1,10,0,0
"471","Chimuanya Ugochukwu",465,16,8,6,9,1,6,9,NA,3,8,2,6,6,22,6,0
"472","Chiquinho",83,5,4,2,2,1,0,0,NA,0,1,0,1,2,7,0,0
"473","Cho Guesung",107,0,0,0,0,0,0,2,NA,2,2,0,2,0,0,2,0
"474","Chris Führich",873,25,10,12,11,2,15,23,NA,8,18,2,16,4,29,4,0
"475","Chris Mepham",1521,25,15,17,8,0,10,15,NA,5,27,18,9,12,37,102,0
"476","Chris Richards",47,0,0,0,0,0,0,1,NA,1,3,1,2,2,2,5,0
"477","Chris Smalling",1143,7,4,5,2,0,1,5,NA,4,17,12,5,23,30,60,0
"478","Chris Wood",272,4,3,0,2,2,3,4,NA,1,2,2,0,0,4,4,0
"479","Chrislain Matsima",36,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,5,0
"480","Christian Bassogog",24,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0
"481","Christian Eriksen",1313,9,7,5,2,2,3,10,NA,7,17,6,11,4,13,13,1
"482","Christian Groß",903,25,13,7,17,1,13,27,NA,14,12,3,9,12,37,16,0
"483","Christian Günter",1315,16,11,8,6,2,6,18,NA,12,11,4,7,7,23,17,0
"484","Christian Gytkjær",313,6,2,1,4,1,2,3,NA,1,1,0,1,0,6,0,0
"485","Christian Kouamé",923,9,6,3,2,4,2,5,NA,3,7,1,6,7,16,1,0
"486","Christian Nørgaard",344,9,3,4,5,0,3,8,NA,5,6,1,5,8,17,5,1
"487","Christian Pulisic",751,13,7,2,6,5,4,7,NA,3,5,0,5,4,17,5,0
"488","Christian Sørensen",102,1,1,0,0,1,1,2,NA,1,0,0,0,2,3,1,0
"489","Christoph Baumgartner",1150,14,8,5,8,1,4,19,NA,15,24,2,22,11,25,6,0
"490","Christoph Kramer",1183,24,17,13,9,2,16,31,NA,15,12,0,12,4,28,20,0
"491","Christophe Hérelle",337,3,2,2,1,0,1,3,NA,2,5,2,3,7,10,8,0
"492","Christopher Antwi-Adjei",453,6,4,2,1,3,2,7,NA,5,6,0,6,1,7,1,0
"493","Christopher Jullien",900,16,10,12,3,1,8,14,NA,6,14,5,9,12,28,41,0
"494","Christopher Lenz",629,18,11,8,8,2,9,17,NA,8,9,0,9,10,28,14,0
"495","Christopher Nkunku",1819,9,6,3,3,3,1,6,NA,5,7,2,5,10,19,11,0
"496","Christopher Trimmel",929,20,10,12,7,1,13,18,NA,5,11,1,10,16,36,23,0
"497","Christopher Wooh",454,3,0,3,0,0,0,1,NA,1,6,3,3,2,5,26,0
"498","Ciprian Tătărușanu",900,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,4,0
"499","Ciro Immobile",811,4,3,1,2,1,2,2,NA,0,7,1,6,1,5,5,0
"500","Cisse Sandra",8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"501","Ckene Doucouré",30,1,1,1,0,0,0,0,NA,0,0,0,0,1,2,0,0
"502","Claudio Bravo",180,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0
"503","Clément Grenier",404,11,4,3,7,1,5,7,NA,2,4,0,4,5,16,4,0
"504","Clément Lenglet",909,20,12,12,7,1,7,10,NA,3,10,4,6,8,28,25,0
"505","Clément Vidal",574,11,7,4,7,0,6,9,NA,3,7,6,1,10,21,16,0
"506","Clinton Mata",7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"507","Clinton Mola",15,3,1,2,1,0,1,1,100,0,1,1,0,1,4,2,0
"508","Cody Drameh",69,5,4,0,4,1,2,3,66.7,1,0,0,0,1,6,1,0
"509","Cody Gakpo",249,4,1,2,1,1,2,2,NA,0,4,0,4,2,6,4,0
"510","Cole Palmer",244,4,1,0,2,2,2,2,NA,0,3,0,3,1,5,1,0
"511","Colin Dagba",463,14,8,7,5,2,7,9,NA,2,9,2,7,10,24,10,0
"512","Collins Fai",180,2,0,1,1,0,2,2,NA,0,2,0,2,1,3,3,0
"513","Connor Goldson",314,6,3,1,5,0,3,7,183.3,4,8,3,5,5,11,19,0
"514","Connor Roberts",200,3,3,2,1,0,3,4,NA,1,2,2,0,1,4,8,0
"515","Connor Ronan",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"516","Conor Coady",1250,8,5,5,3,0,3,3,NA,0,10,10,0,8,16,62,2
"517","Conor Coventry",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"518","Conor Gallagher",693,24,19,7,10,7,7,12,NA,5,6,1,5,12,36,12,0
"519","Copete",997,26,16,16,9,1,11,13,NA,2,18,6,12,25,51,45,0
"520","Corentin Tolisso",538,8,6,3,3,2,4,16,NA,12,3,0,3,7,15,4,0
"521","Craig Dawson",450,7,5,7,0,0,3,3,NA,0,5,3,2,3,10,15,0
"522","Craig Goodwin",201,4,3,1,2,1,2,5,NA,3,2,0,2,0,4,3,0
"523","Cristhian Mosquera",55,1,1,1,0,0,1,1,NA,0,0,0,0,1,2,3,0
"524","Cristhian Stuani",419,4,1,1,1,2,3,5,NA,2,1,0,1,1,5,4,0
"525","Cristian Buonaiuto",304,11,5,3,5,3,5,8,NA,3,5,0,5,5,16,3,0
"526","Cristian Gamboa",1272,37,20,26,10,1,17,25,NA,8,17,6,11,14,51,31,1
"527","Cristian Romero",1260,33,20,12,21,0,14,28,NA,14,15,6,9,20,53,41,1
"528","Cristian Volpato",117,1,0,0,0,1,0,0,NA,0,2,0,2,1,2,0,0
"529","Cristiano Biraghi",1052,30,17,12,17,1,18,23,NA,5,8,3,5,3,33,19,0
"530","Cristiano Ronaldo",693,2,2,1,0,1,1,2,NA,1,0,0,0,1,3,10,0
"531","Crysencio Summerville",473,12,8,7,4,1,5,8,NA,3,9,1,8,3,15,4,0
"532","Curro",43,2,0,1,1,0,1,2,NA,1,0,0,0,0,2,0,0
"533","Curtis Jones",272,6,2,1,3,2,3,5,NA,2,4,0,4,2,8,1,0
"534","Cyle Larin",90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"535","Cyriel Dessers",860,7,1,3,3,1,2,2,NA,0,7,1,6,3,10,3,0
"536","Cyrille Bayala",763,25,17,9,7,9,12,19,NA,7,9,2,7,11,36,5,0
"537","Daichi Kamada",1657,41,24,10,28,3,25,35,NA,10,17,3,14,14,55,11,1
"538","Daizen Maeda",386,8,4,0,6,2,1,5,NA,4,10,2,8,7,15,1,0
"539","Daley Blind",677,21,13,8,7,6,12,16,NA,4,10,2,8,6,27,11,1
"540","Daley Sinkgraven",177,2,2,1,1,0,2,2,NA,0,3,3,0,3,5,3,0
"541","Damián Suárez",549,10,7,3,4,3,4,8,NA,4,9,0,9,5,15,14,0
"542","Damian Szymański",29,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
"543","Damien Da Silva",158,2,2,1,1,0,0,0,NA,0,0,0,0,4,6,4,0
"544","Dan-Axel Zagadou",441,4,2,3,1,0,1,4,NA,3,8,7,1,4,8,31,1
"545","Dan Burn",1224,18,12,9,4,5,9,20,NA,11,12,7,5,15,33,55,0
"546","Dango Ouattara",1193,28,20,16,6,6,10,19,NA,9,19,6,13,16,44,17,0
"547","Dani Carvajal",1316,25,12,10,11,4,15,24,NA,9,18,4,14,14,39,31,0
"548","Dani Ceballos",209,9,4,2,3,4,4,10,NA,6,5,0,5,5,14,1,0
"549","Dani García",363,7,4,3,3,1,5,8,NA,3,2,0,2,3,10,4,0
"550","Dani Gómez",66,2,1,1,1,0,1,1,NA,0,0,0,0,1,3,0,0
"551","Dani Olmo",757,13,8,4,5,4,6,9,NA,3,13,0,13,3,16,1,0
"552","Dani Rodríguez",689,15,6,8,6,1,6,13,NA,7,8,2,6,10,25,7,0
"553","Daniel Amartey",1095,17,7,11,5,1,9,10,NA,1,15,9,6,8,25,41,0
"554","Daniel Caligiuri",258,7,5,4,3,0,4,5,NA,1,2,2,0,3,10,2,0
"555","Daniel Chacón",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"556","Daniel Ciofani",229,3,1,1,0,2,2,3,NA,1,3,0,3,0,3,2,0
"557","Daniel James",659,9,5,2,4,3,5,12,NA,7,7,1,6,3,12,7,0
"558","Daniel Kyereh",443,6,5,2,4,0,3,6,NA,3,3,0,3,0,6,8,0
"559","Daniel Maldini",98,2,0,0,0,2,1,3,NA,2,3,0,3,0,2,3,0
"560","Daniel Parejo",1227,24,13,10,8,6,8,26,NA,18,15,6,9,10,34,13,1
"561","Daniel Podence",1020,14,10,8,4,2,2,12,NA,10,12,0,12,3,17,4,0
"562","Daniel Sundgren",324,12,8,9,3,0,8,11,310,3,7,4,3,5,17,11,0
"563","Daniel Vivian",635,11,6,9,2,0,6,7,NA,1,4,3,1,11,22,26,1
"564","Daniele Montevago",159,1,0,0,0,1,0,0,NA,0,1,1,0,0,1,1,0
"565","Daniele Rugani",258,2,2,0,2,0,1,1,NA,0,4,2,2,4,6,11,0
"566","Daniele Verde",258,0,0,0,0,0,0,0,NA,0,2,0,2,2,2,2,0
"567","Danilho Doekhi",534,13,9,9,4,0,6,9,NA,3,10,3,7,10,23,16,0
"568","Danilo",1610,33,15,25,7,1,17,25,NA,8,14,6,8,24,57,44,0
"569","Danilo Cataldi",709,15,8,5,9,1,9,25,300,16,5,3,2,6,21,15,0
"570","Danilo D'Ambrosio",224,6,3,3,3,0,5,8,NA,3,5,3,2,4,10,9,0
"571","Danilo Pereira",1065,13,9,7,4,2,10,12,NA,2,9,7,2,13,26,22,1
"572","Danilo Soares",824,33,19,20,10,3,19,27,718.3,8,18,2,16,11,44,17,0
"573","Danny da Costa",427,3,3,0,3,0,1,2,NA,1,12,2,10,5,8,6,0
"574","Danny Ings",726,8,4,0,5,3,1,4,NA,3,7,0,7,1,9,7,0
"575","Danny Latza",184,5,5,3,2,0,2,4,NA,2,4,0,4,0,5,4,0
"576","Danny Loader",46,2,2,1,1,0,1,1,NA,0,0,0,0,0,2,0,0
"577","Danny Ward",1444,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,10,3
"578","Danny Welbeck",996,8,5,0,4,4,3,5,NA,2,10,1,9,3,11,11,0
"579","Dante",1260,26,16,18,7,1,11,16,NA,5,21,12,9,24,50,45,1
"580","Dany Jean",9,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
"581","Dany Mota",514,5,4,0,2,3,1,1,NA,0,2,0,2,1,6,5,0
"582","Danylo Sikan",104,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,2,0
